"Points:0","Points:1","Points:2","Q-criterion","U:0","U:1","U:2"
0.076136,-3.4993e-05,0.03,54.325,-1.9477e-16,8.1707e-15,-1.2306e-14
0.0762,-3.2004e-05,0.03,-4831.3,-9.7346e-17,6.084e-15,2.7622e-36
0.076137,-4.4772e-05,0.03,83.044,0.0020522,0.00016181,1.5595e-24
0.076207,-3.7501e-05,0.03,-5225.8,0.0012127,0.00011875,1.7865e-24
0.076066,-4.8514e-05,0.03,103.56,0.0020022,9.5073e-05,-2.0877e-25
0.076066,-3.8283e-05,0.03,-4.3342,-2.4752e-14,7.0113e-15,-1.2306e-14
0.076207,3.7501e-05,0.03,-3021.1,0.0012127,-0.00011875,-2.7677e-25
0.0762,3.2004e-05,0.03,-3823.8,9.7626e-17,6.078e-15,2.7701e-36
0.076214,-4.3381e-05,0.03,-3212,0.0024012,0.00022326,2.3772e-24
0.076138,-5.5822e-05,0.03,179.94,0.0042062,0.00032609,1.6983e-24
0.075988,-5.209e-05,0.03,-5.2359,0.0019578,9.8117e-05,-5.3913e-27
0.075988,-4.1904e-05,0.03,1.6786,-2.4752e-14,7.0033e-15,0
0.076067,-6.0565e-05,0.03,161.11,0.0042505,0.00021755,-1.2068e-24
0.076136,3.4993e-05,0.03,-9.2238,1.9505e-16,8.1646e-15,-1.2306e-14
0.076137,4.4772e-05,0.03,124.45,0.0020522,-0.00016181,-9.7127e-25
0.076214,4.3381e-05,0.03,-3195.4,0.0024012,-0.00022325,1.1175e-24
0.076222,-4.9421e-05,0.03,-2674.4,0.0036597,0.00034963,-1.4109e-24
0.07614,-6.8323e-05,0.03,282.28,0.0065332,0.00052707,-2.7453e-24
0.075903,-5.5998e-05,0.03,4.5413,0.0018482,9.0347e-05,-1.1783e-25
0.075902,-4.5887e-05,0.03,0.79219,-1.9487e-16,8.1407e-15,0
0.075989,-6.4108e-05,0.03,-3.7331,0.0041436,0.00021794,-4.3381e-26
0.076067,-7.4666e-05,0.03,234.92,0.0068238,0.00037109,-9.145e-25
0.076066,3.8283e-05,0.03,57.668,-2.4363e-14,9.306e-15,-1.2306e-14
0.076066,4.8514e-05,0.03,50.362,0.0020022,-9.5073e-05,-8.3224e-25
0.076138,5.5822e-05,0.03,212.3,0.0042062,-0.00032609,1.1119e-24
0.076222,4.9421e-05,0.03,-2867.7,0.0036597,-0.00034963,4.7842e-26
0.076232,-5.58e-05,0.03,-2150.4,0.0049881,0.0004951,-1.4663e-24
0.076144,-8.2011e-05,0.03,385.3,0.0090098,0.00076551,-1.7342e-24
0.075809,-6.0307e-05,0.03,2.8167,0.0017879,8.6134e-05,9.246e-26
0.075808,-5.0268e-05,0.03,0.50317,-1.9467e-16,8.1427e-15,1.2306e-14
0.075903,-6.7862e-05,0.03,11.535,0.0039194,0.00019979,1.1158e-25
0.075989,-7.8213e-05,0.03,-0.075745,0.0066577,0.00036939,1.0174e-24
0.076069,-9.0888e-05,0.03,313.61,0.0097058,0.00056174,2.8469e-25
