"Points:0","Points:1","Points:2","Q-criterion","U:0","U:1","U:2"
0.073903,-0.01581,0.03,1572.1,-0.010888,-0.037777,-8.2036e-14
0.073965,-0.015824,0.03,-82480,-0.010885,-0.037813,0
0.073901,-0.015819,0.03,2041.4,-0.00028594,-0.039585,-1.611e-23
0.07397,-0.015832,0.03,-90169,-0.0036311,-0.038927,-3.3308e-23
0.073832,-0.015803,0.03,4225.7,-0.0015557,-0.039919,-1.5925e-23
0.073835,-0.015793,0.03,-763.57,-0.010876,-0.03773,-8.2036e-14
0.073991,-0.015759,0.03,-39121,-0.008498,-0.0394,-3.3308e-23
0.073983,-0.015763,0.03,-10153,-0.010863,-0.03782,-1.6407e-13
0.073976,-0.015839,0.03,-39767,0.0025479,-0.039983,-5.5206e-23
0.0739,-0.01583,0.03,6072.4,0.010136,-0.041477,-5.7716e-27
0.073757,-0.015785,0.03,-725.6,-0.0018305,-0.039768,-1.0698e-23
0.073759,-0.015775,0.03,-567.04,-0.010864,-0.037678,-8.2036e-14
0.073829,-0.015815,0.03,6046,0.0085344,-0.042147,2.3862e-25
0.073923,-0.015742,0.03,-3864.9,-0.010841,-0.037791,8.2036e-14
0.073926,-0.015733,0.03,-1386,-0.010591,-0.038642,-1.7653e-24
0.074,-0.015756,0.03,-34917,-0.0068863,-0.040549,-5.4961e-23
0.073982,-0.015847,0.03,-24249,0.0084932,-0.040834,3.5218e-23
0.073898,-0.015843,0.03,8919.6,0.020711,-0.043236,-5.7716e-27
0.073673,-0.015765,0.03,-454.83,-0.0026401,-0.039533,-8.9294e-24
0.073676,-0.015756,0.03,-538.68,-0.01085,-0.03762,-2.4611e-13
0.073754,-0.015797,0.03,-563.06,0.0077885,-0.041907,-3.3618e-25
0.073826,-0.015829,0.03,7676.5,0.019511,-0.044436,2.3862e-25
0.073856,-0.01572,0.03,-580.68,-0.010826,-0.037744,2.4611e-13
0.073859,-0.01571,0.03,-397.9,-0.012003,-0.03733,-1.2238e-24
0.073931,-0.015723,0.03,-2156.3,-0.010406,-0.039379,-3.854e-23
0.074009,-0.015752,0.03,-29413,-0.005508,-0.041662,3.5463e-23
0.07399,-0.015856,0.03,-13002,0.014308,-0.041525,5.3066e-23
0.073897,-0.015857,0.03,11073,0.031228,-0.044811,7.5153e-25
0.073582,-0.015744,0.03,-448.5,-0.0031005,-0.039369,1.9531e-24
0.073584,-0.015734,0.03,-523.89,-0.010835,-0.037557,0
0.07367,-0.015777,0.03,-263.42,0.0061909,-0.041518,3.5643e-23
0.07375,-0.015811,0.03,-382.86,0.018249,-0.044111,0
0.073823,-0.015845,0.03,8744.4,0.031027,-0.046669,7.3482e-26
0.073782,-0.015695,0.03,-56.041,-0.010808,-0.037694,8.2036e-14
0.073785,-0.015685,0.03,-54.005,-0.011593,-0.037441,5.0859e-25
0.073863,-0.015699,0.03,-725.55,-0.012939,-0.037091,-2.2311e-23
0.073936,-0.015712,0.03,-3317.7,-0.010337,-0.040275,-2.6633e-24
0.07402,-0.015749,0.03,-22479,-0.0042452,-0.042757,5.3565e-23
0.073999,-0.015866,0.03,-7346.6,0.019938,-0.042117,-3.7358e-23
0.073898,-0.015872,0.03,12362,0.041466,-0.046219,1.4188e-24
0.073481,-0.015719,0.03,-469.36,-0.0035572,-0.039193,1.8165e-25
0.073483,-0.01571,0.03,-499.39,-0.010819,-0.037487,0
0.073579,-0.015755,0.03,-275.53,0.0051991,-0.041263,5.0219e-23
0.073667,-0.01579,0.03,8.6016,0.015905,-0.043608,1.5109e-24
0.073746,-0.015827,0.03,-71.871,0.02939,-0.046314,-6.7804e-25
0.07382,-0.015863,0.03,9127.1,0.042717,-0.048743,6.6996e-25
0.073701,-0.015667,0.03,-74.674,-0.010789,-0.037638,0
0.073704,-0.015658,0.03,-88.314,-0.011909,-0.037269,-3.1763e-24
0.073789,-0.015674,0.03,-68.97,-0.012463,-0.037179,1.5267e-23
0.073868,-0.015685,0.03,-1149.8,-0.013717,-0.03702,-1.213e-24
0.073943,-0.015699,0.03,-4275.6,-0.010422,-0.041313,1.4431e-23
0.074033,-0.015746,0.03,-17110,-0.0031253,-0.043734,-3.54e-23
0.074009,-0.015875,0.03,-4165.5,0.025278,-0.042636,0
0.073899,-0.015889,0.03,12736,0.051259,-0.04746,3.7336e-25
0.073369,-0.015693,0.03,-455.91,-0.0039271,-0.03903,9.0615e-24
0.073372,-0.015683,0.03,-478.52,-0.0108,-0.03741,-8.2036e-14
0.073478,-0.015731,0.03,-377,0.004232,-0.040984,2.6781e-24
0.073575,-0.015768,0.03,-61.02,0.014317,-0.043275,2.6956e-24
0.073663,-0.015806,0.03,374.04,0.026403,-0.045759,-1.5667e-23
0.073741,-0.015845,0.03,410.35,0.040989,-0.048456,-1.2421e-24
0.073817,-0.015883,0.03,9030.6,0.054276,-0.050591,5.7036e-25
0.073612,-0.015637,0.03,-84.463,-0.010768,-0.037576,0
0.073615,-0.015628,0.03,-85.677,-0.011906,-0.037195,-3.1438e-24
0.073708,-0.015646,0.03,-101.58,-0.013089,-0.036905,-3.0589e-23
0.073793,-0.01566,0.03,-145.83,-0.013447,-0.036935,1.8177e-24
0.073873,-0.01567,0.03,-1689.9,-0.014424,-0.03713,-2.4422e-23
0.073951,-0.015686,0.03,-4788.6,-0.010715,-0.042371,-1.4485e-24
0.074047,-0.015743,0.03,-13848,-0.0021877,-0.044534,2.7616e-24
0.074019,-0.015885,0.03,-1772.1,0.030332,-0.043074,2.0331e-25
0.073902,-0.015907,0.03,12517,0.060514,-0.048508,-3.1797e-24
0.073247,-0.015664,0.03,-444.25,-0.0042658,-0.038863,9.0112e-24
0.073249,-0.015654,0.03,-457.5,-0.01078,-0.037326,-8.2036e-14
0.073367,-0.015704,0.03,-383.04,0.0034332,-0.040732,-1.156e-23
0.073474,-0.015744,0.03,-265.72,0.012789,-0.042896,-5.2853e-26
0.073571,-0.015783,0.03,189.04,0.024192,-0.045369,-2.8721e-23
0.073658,-0.015824,0.03,781.05,0.037528,-0.047921,-1.3146e-23
0.073736,-0.015866,0.03,1013.7,0.052782,-0.050482,-2.9629e-25
0.073814,-0.015906,0.03,8698.8,0.065455,-0.052182,-9.9951e-24
0.073513,-0.015604,0.03,-86.341,-0.010745,-0.037508,0
0.073516,-0.015594,0.03,-86.858,-0.011937,-0.037107,3.8831e-26
0.073618,-0.015616,0.03,-93.613,-0.013127,-0.036794,-3.0035e-23
0.073712,-0.015633,0.03,-146.43,-0.014366,-0.036545,-2.4351e-23
0.073798,-0.015645,0.03,-300.04,-0.014538,-0.03675,-3.7521e-23
0.07388,-0.015653,0.03,-2249.4,-0.015156,-0.037416,-2.9068e-23
0.073961,-0.015673,0.03,-4969.8,-0.011223,-0.043366,-2.0978e-25
0.074061,-0.01574,0.03,-11059,-0.0013707,-0.045187,7.1718e-23
0.07403,-0.015894,0.03,23.627,0.035163,-0.043432,2.0921e-25
0.073906,-0.015926,0.03,11883,0.069212,-0.049364,-9.8186e-24
0.073112,-0.015632,0.03,-428.01,-0.0045682,-0.038696,1.0579e-23
0.073115,-0.015622,0.03,-437.79,-0.010758,-0.037233,-8.2036e-14
0.073244,-0.015675,0.03,-390.6,0.0027007,-0.040481,8.8796e-27
0.073363,-0.015717,0.03,-301.75,0.011506,-0.042556,-1.1139e-24
0.073471,-0.015759,0.03,-117.59,0.022076,-0.044902,-2.2635e-24
0.073567,-0.015801,0.03,438.11,0.034721,-0.0475,-1.2653e-23
0.073652,-0.015845,0.03,1152.3,0.049067,-0.050041,-1.2274e-24
0.073731,-0.01589,0.03,1611,0.064486,-0.052344,-1.4603e-24
0.073813,-0.015931,0.03,8189.5,0.076079,-0.053517,-9.0067e-24
0.073405,-0.015567,0.03,-87.583,-0.01072,-0.037433,0
0.073408,-0.015558,0.03,-84.877,-0.0119,-0.037033,3.9318e-26
0.07352,-0.015583,0.03,-87.943,-0.013211,-0.036681,3.5486e-25
0.073623,-0.015603,0.03,-118.75,-0.01447,-0.036367,-2.4382e-23
0.073717,-0.015618,0.03,-227.82,-0.01573,-0.03621,-2.2843e-24
0.073804,-0.015627,0.03,-530.55,-0.01573,-0.036665,-2.3551e-24
0.073888,-0.015634,0.03,-2722.3,-0.015991,-0.037857,-4.5887e-24
0.073973,-0.015659,0.03,-4891.5,-0.011924,-0.044295,6.6891e-23
0.074075,-0.015738,0.03,-8738.6,-0.00061464,-0.045722,9.7253e-24
0.074043,-0.015904,0.03,1354.6,0.039798,-0.043714,1.4021e-23
0.073912,-0.015947,0.03,10962,0.077337,-0.050047,-6.868e-23
0.072964,-0.015596,0.03,-412.06,-0.0048453,-0.038525,1.1411e-23
0.072967,-0.015587,0.03,-418.88,-0.010734,-0.037131,2.3805e-28
0.07311,-0.015642,0.03,-383.27,0.0020415,-0.040237,8.594e-26
0.073241,-0.015687,0.03,-337.05,0.010331,-0.042218,-1.3561e-23
0.07336,-0.015731,0.03,-197.1,0.020267,-0.04448,1.0671e-23
0.073466,-0.015776,0.03,58.616,0.032017,-0.046971,5.4398e-25
0.073561,-0.015821,0.03,654.51,0.045753,-0.049618,-1.0845e-23
0.073646,-0.015869,0.03,1427.7,0.060766,-0.05206,1.8587e-23
0.073725,-0.015917,0.03,2068.8,0.075845,-0.054006,-6.1044e-24
0.073813,-0.015959,0.03,7529.4,0.086029,-0.054611,-9.2211e-24
0.073286,-0.015527,0.03,-85.54,-0.010692,-0.037351,-8.2036e-14
0.073289,-0.015518,0.03,-81.405,-0.011835,-0.036963,0
0.073412,-0.015547,0.03,-85.209,-0.013163,-0.036604,4.4736e-23
0.073524,-0.015571,0.03,-97.471,-0.014606,-0.036221,7.1274e-25
0.073627,-0.015588,0.03,-161.32,-0.015929,-0.035926,-1.7171e-24
0.073722,-0.0156,0.03,-349.61,-0.017169,-0.035918,2.4892e-23
0.073811,-0.015606,0.03,-805.38,-0.017019,-0.036707,2.1193e-24
0.073898,-0.015613,0.03,-3045.8,-0.016977,-0.038424,-1.7813e-24
0.073987,-0.015645,0.03,-4585.5,-0.012807,-0.045146,2.9153e-24
0.074091,-0.015737,0.03,-6720.6,0.00011839,-0.046149,-5.0179e-23
0.074056,-0.015914,0.03,2285.2,0.044242,-0.043927,-4.5239e-23
0.07392,-0.015969,0.03,9912.1,0.08487,-0.050579,-5.0395e-23
0.072802,-0.015557,0.03,-395.94,-0.0050992,-0.038348,9.6315e-25
0.072804,-0.015548,0.03,-400.94,-0.010707,-0.037018,-1.6407e-13
0.072962,-0.015607,0.03,-374.36,0.001434,-0.039993,8.554e-24
0.073107,-0.015655,0.03,-342.11,0.0092697,-0.041892,-1.3606e-23
0.073237,-0.015702,0.03,-267.83,0.01861,-0.044058,1.1256e-23
0.073355,-0.015748,0.03,-74.062,0.02966,-0.046479,3.945e-26
0.073461,-0.015796,0.03,244.88,0.042499,-0.049058,-1.0316e-23
