"Points:0","Points:1","Points:2","Q-criterion","U:0","U:1","U:2"
0.059391,-0.040391,0.03,1347.9,-3.8761e-08,-3.8706e-08,-1.1957e-13
0.059439,-0.040434,0.03,-52083,-3.8817e-08,-3.8791e-08,-7.9716e-14
0.059385,-0.040398,0.03,1346.5,0.0065406,-0.0052555,-1.1048e-23
0.059439,-0.040442,0.03,-57249,0.0044567,-0.0035063,-6.6437e-23
0.059332,-0.040351,0.03,2897.7,0.0055709,-0.0050501,-1.8681e-23
0.059339,-0.040343,0.03,-77.562,-3.8715e-08,-3.8656e-08,-1.1957e-13
0.059492,-0.040389,0.03,-24281,0.0010839,-0.0020607,-6.9067e-23
0.059484,-0.040389,0.03,-7135.8,-3.8791e-08,-3.8817e-08,-7.9716e-14
0.05944,-0.040452,0.03,-26475,0.0082708,-0.0066069,6.4491e-23
0.059378,-0.040407,0.03,3631.2,0.012995,-0.010546,-5.3522e-23
0.059275,-0.040298,0.03,-80.25,0.0054263,-0.0048864,-6.0114e-24
0.059282,-0.040291,0.03,25.359,-3.8665e-08,-3.8601e-08,-7.9716e-14
0.059324,-0.04036,0.03,4006.7,0.011696,-0.010462,-5.3506e-23
0.059441,-0.040341,0.03,-2281.9,-3.8706e-08,-3.8761e-08,-3.9858e-14
0.059448,-0.040335,0.03,-521.45,0.00014126,-0.00095827,7.2506e-25
0.059502,-0.04039,0.03,-22226,0.0018403,-0.0035729,6.0471e-23
0.059442,-0.040462,0.03,-16926,0.012048,-0.0095133,1.3217e-22
0.059371,-0.040417,0.03,5380.3,0.019672,-0.01586,-4.6362e-23
0.059211,-0.040241,0.03,65.328,0.0049383,-0.0044596,5.8918e-23
0.059218,-0.040233,0.03,16.117,-3.8609e-08,-3.854e-08,-7.9716e-14
0.059266,-0.040307,0.03,-26.023,0.011275,-0.010066,1.1862e-24
0.059315,-0.04037,0.03,5063,0.018469,-0.016312,-4.4983e-23
0.059393,-0.040289,0.03,-187.84,-3.8656e-08,-3.8715e-08,3.9858e-14
0.059401,-0.040282,0.03,-86.983,-0.00031957,0.00036277,9.5119e-25
0.059457,-0.040328,0.03,-824.08,0.00027871,-0.0018207,1.7475e-24
0.059512,-0.040392,0.03,-19033,0.0024683,-0.0049909,1.2949e-22
0.059444,-0.040473,0.03,-9754,0.015831,-0.012286,-2.5582e-22
0.059363,-0.040429,0.03,6800.5,0.026452,-0.021084,-7.4933e-23
0.059142,-0.040177,0.03,51.477,0.004658,-0.0042165,-5.2039e-25
