"Points:0","Points:1","Points:2","Q-criterion","U:0","U:1","U:2"
0.059391,-0.040391,0.03,2600.5,4.5429e-10,4.539e-10,-3.2731e-14
0.059439,-0.040434,0.03,-1.0098e+05,4.5412e-10,4.5387e-10,1.5294e-32
0.059385,-0.040398,0.03,4339.2,0.0090547,-0.0072062,5.704e-23
0.059439,-0.040442,0.03,-1.0894e+05,0.0064076,-0.0047533,2.3219e-22
0.059332,-0.040351,0.03,5753.4,0.0075852,-0.0068657,-1.7521e-22
0.059339,-0.040343,0.03,-133.97,4.5376e-10,4.5334e-10,0
0.059492,-0.040389,0.03,-54318,0.0019463,-0.0030867,-4.3817e-24
0.059484,-0.040389,0.03,-23521,4.5385e-10,4.5413e-10,0
0.05944,-0.040452,0.03,-46587,0.011791,-0.0088961,1.341e-23
0.059378,-0.040407,0.03,9472.6,0.017863,-0.014363,-1.4395e-22
0.059275,-0.040298,0.03,-118.34,0.0073468,-0.006609,6.2529e-25
0.059282,-0.040291,0.03,50.516,4.5328e-10,4.5269e-10,-6.5462e-14
0.059324,-0.04036,0.03,7811.3,0.015855,-0.014142,-3.0758e-23
0.059441,-0.040341,0.03,-3675.8,4.538e-10,4.5442e-10,-6.5462e-14
0.059448,-0.040335,0.03,-191,0.00081071,-0.0020227,-1.0018e-24
0.059502,-0.04039,0.03,-46803,0.0033829,-0.0053603,1.1904e-22
0.059442,-0.040462,0.03,-27943,0.017036,-0.012729,-4.8153e-24
0.059371,-0.040417,0.03,12766,0.026853,-0.021435,1.2781e-22
0.059211,-0.040241,0.03,129.91,0.00665,-0.0060009,-4.15e-23
0.059218,-0.040233,0.03,31.062,4.5271e-10,4.5195e-10,-6.5462e-14
0.059266,-0.040307,0.03,19.062,0.015198,-0.013543,1.2605e-22
0.059315,-0.04037,0.03,9651.5,0.024896,-0.0219,1.5124e-22
0.059393,-0.040289,0.03,46.939,4.533e-10,4.539e-10,-6.5462e-14
0.059401,-0.040282,0.03,231.08,0.00033297,-0.00032715,3.1855e-23
0.059457,-0.040328,0.03,-105.85,0.001647,-0.0038804,1.2311e-22
0.059512,-0.040392,0.03,-38008,0.0046156,-0.0074795,6.9036e-24
0.059444,-0.040473,0.03,-14601,0.022217,-0.016343,1.2051e-23
0.059363,-0.040429,0.03,15019,0.035847,-0.028263,1.8495e-23
0.059142,-0.040177,0.03,97.656,0.0062441,-0.005649,-1.7118e-22
0.059149,-0.04017,0.03,13.859,4.5192e-10,4.5119e-10,3.2731e-14
0.059203,-0.040249,0.03,286.94,0.013827,-0.012372,-6.0954e-24
0.059257,-0.040317,0.03,199.89,0.023775,-0.020943,1.6588e-23
0.059304,-0.040382,0.03,10799,0.034433,-0.029838,-1.0512e-22
0.059341,-0.040232,0.03,-14.526,4.5269e-10,4.5331e-10,1.273e-32
0.059348,-0.040225,0.03,-17.912,0.00063644,-0.00071487,2.6836e-23
0.05941,-0.040274,0.03,591.12,0.0008803,-0.0010006,3.0739e-24
0.059467,-0.040321,0.03,-385.36,0.0023476,-0.0058226,9.3801e-24
0.059523,-0.040394,0.03,-28112,0.0057486,-0.0095128,9.1907e-23
0.059448,-0.040486,0.03,-8095.2,0.027248,-0.019767,-1.0228e-22
0.059356,-0.040443,0.03,16162,0.044626,-0.034751,-9.6332e-23
0.059065,-0.040107,0.03,41.547,0.0058456,-0.0052958,-2.4173e-22
0.059072,-0.0401,0.03,9.4688,4.5104e-10,4.5038e-10,-6.5462e-14
0.059134,-0.040186,0.03,243.06,0.012959,-0.011651,1.5673e-22
0.059194,-0.040259,0.03,559.53,0.021752,-0.019272,-3.9876e-24
0.059246,-0.040329,0.03,522.41,0.032952,-0.028654,-2.0707e-22
0.059292,-0.040397,0.03,11121,0.04417,-0.03767,4.8341e-25
0.059283,-0.040168,0.03,-2.6698,4.5196e-10,4.5268e-10,0
0.059291,-0.040161,0.03,-3.5586,0.000363,-0.00041843,5.2538e-23
0.059357,-0.040216,0.03,-30.408,0.001275,-0.0014563,1.2262e-22
0.05942,-0.040265,0.03,818.55,0.0016002,-0.001987,-1.4226e-22
0.059479,-0.040313,0.03,-666.78,0.0028741,-0.0077911,9.938e-23
