"Points:0","Points:1","Points:2","Q-criterion","U:0","U:1","U:2"
0.076136,-3.4993e-05,0.03,44.085,-9.2414e-20,-1.4083e-16,-1.2186e-14
0.0762,-3.2004e-05,0.03,-3846.5,1.6288e-31,-1.4355e-16,0
0.076137,-4.4772e-05,0.03,67.539,0.0018217,0.00014518,1.4327e-24
0.076207,-3.7501e-05,0.03,-4156.9,0.0010818,0.0001073,1.6444e-24
0.076066,-4.8514e-05,0.03,84.566,0.0017758,8.3971e-05,-1.9513e-25
0.076066,-3.8283e-05,0.03,-3.5053,-2.4319e-14,-1.281e-15,-1.2186e-14
0.076207,3.7501e-05,0.03,-2403.5,0.0010818,-0.0001073,-2.5587e-25
0.0762,3.2004e-05,0.03,-3033.5,2.7754e-19,-1.4951e-16,0
0.076214,-4.3381e-05,0.03,-2556.5,0.0021413,0.00020172,2.1856e-24
0.076138,-5.5822e-05,0.03,147.37,0.0037366,0.00029245,1.5539e-24
0.075988,-5.209e-05,0.03,-4.2862,0.001741,8.7025e-05,-5.1387e-27
0.075988,-4.1904e-05,0.03,1.2721,-2.432e-14,-1.2889e-15,0
0.076067,-6.0565e-05,0.03,132.4,0.0037737,0.00019222,-1.1317e-24
0.076136,3.4993e-05,0.03,-8.0274,2.7754e-19,-1.4877e-16,-1.2186e-14
0.076137,4.4772e-05,0.03,101.48,0.0018218,-0.00014518,-9.0265e-25
0.076214,4.3381e-05,0.03,-2542.8,0.0021413,-0.00020172,1.0245e-24
0.076222,-4.9421e-05,0.03,-2131.7,0.0032635,0.00031595,-1.2995e-24
0.07614,-6.8323e-05,0.03,231.86,0.0058084,0.00047279,-2.5458e-24
0.075903,-5.5998e-05,0.03,3.4104,0.001645,8.0292e-05,-1.1349e-25
0.075902,-4.5887e-05,0.03,0.59814,-1.845e-19,-1.5075e-16,0
0.075989,-6.4108e-05,0.03,-3.1354,0.0036865,0.00019307,-3.8552e-26
0.076067,-7.4666e-05,0.03,193.84,0.0060651,0.00032798,-8.4412e-25
0.076066,3.8283e-05,0.03,46.914,-2.4319e-14,9.914e-16,-1.2186e-14
0.076066,4.8514e-05,0.03,41.103,0.0017758,-8.3972e-05,-7.7807e-25
0.076138,5.5822e-05,0.03,174.11,0.0037366,-0.00029245,1.0204e-24
0.076222,4.9421e-05,0.03,-2284.4,0.0032635,-0.00031594,4.2955e-26
0.076232,-5.58e-05,0.03,-1716.5,0.0044488,0.00044747,-1.347e-24
0.076144,-8.2011e-05,0.03,317.18,0.0080171,0.00068692,-1.5943e-24
0.075809,-6.0307e-05,0.03,2.1395,0.0015927,7.6668e-05,8.9965e-26
0.075808,-5.0268e-05,0.03,0.38311,-1.8366e-19,-1.5075e-16,1.2186e-14
0.075903,-6.7862e-05,0.03,8.6438,0.00349,0.00017745,1.0281e-25
0.075989,-7.8213e-05,0.03,-0.25751,0.0059272,0.00032698,9.6628e-25
0.076069,-9.0888e-05,0.03,259.53,0.0086368,0.00049681,2.7567e-25
0.075988,4.1904e-05,0.03,-3.558,-2.4319e-14,9.8942e-16,0
0.075988,5.209e-05,0.03,-0.5675,0.001741,-8.7026e-05,5.833e-25
0.076067,6.0565e-05,0.03,94.851,0.0037737,-0.00019222,7.0263e-27
