"Points:0","Points:1","Points:2","Q-criterion","U:0","U:1","U:2"
0.059391,-0.04039,0.03,4331.4,1.055e-05,1.054e-05,5.9736e-14
0.059439,-0.040434,0.03,-1.6813e+05,1.0544e-05,1.0539e-05,5.9736e-14
0.059385,-0.040398,0.03,10059,0.011697,-0.0092205,2.1246e-24
0.05944,-0.040442,0.03,-1.7964e+05,0.0085585,-0.0059604,3.2955e-24
0.059332,-0.04035,0.03,9816.2,0.0096784,-0.0087289,2.0913e-22
0.059339,-0.040343,0.03,-202.66,1.0538e-05,1.0526e-05,8.9605e-14
0.059493,-0.040389,0.03,-1.062e+05,0.0031225,-0.0042354,-4.3131e-23
0.059484,-0.040388,0.03,-61230,1.0539e-05,1.0544e-05,2.9868e-14
0.059441,-0.040451,0.03,-71727,0.015631,-0.011113,2.6429e-22
0.059378,-0.040407,0.03,19815,0.022925,-0.018279,-4.5059e-22
0.059275,-0.040298,0.03,-149.88,0.0093285,-0.0083645,1.6086e-22
0.059282,-0.040291,0.03,87.688,1.0524e-05,1.0511e-05,5.9736e-14
0.059324,-0.040359,0.03,13123,0.020134,-0.017898,-2.3992e-22
0.059441,-0.040341,0.03,-4938.2,1.054e-05,1.0551e-05,0
0.059448,-0.040335,0.03,1050.6,0.0020212,-0.0036379,2.1467e-22
0.059502,-0.04039,0.03,-87356,0.0055221,-0.0074074,4.6151e-22
0.059442,-0.040462,0.03,-40822,0.022423,-0.015837,2.3532e-23
0.059371,-0.040417,0.03,25034,0.034246,-0.027099,-3.2954e-23
0.059212,-0.04024,0.03,224.53,0.0084102,-0.007565,-4.4705e-23
0.059219,-0.040233,0.03,52,1.0509e-05,1.0495e-05,0
0.059267,-0.040307,0.03,119,0.019209,-0.017073,-1.8291e-22
0.059315,-0.04037,0.03,15913,0.03145,-0.027555,-4.1506e-22
0.059393,-0.040289,0.03,937.45,1.0526e-05,1.0538e-05,2.9868e-14
0.059401,-0.040282,0.03,1145.7,0.0016669,-0.0017306,2.677e-22
0.059457,-0.040328,0.03,1925.8,0.0041279,-0.007052,2.642e-22
0.059512,-0.040392,0.03,-68368,0.0076443,-0.010378,4.8925e-23
0.059445,-0.040473,0.03,-19511,0.02905,-0.020252,-2.3153e-22
0.059364,-0.040429,0.03,27923,0.045428,-0.03548,4.3289e-22
0.059142,-0.040177,0.03,161.73,0.00787,-0.0070968,7.0252e-23
0.059149,-0.040169,0.03,23.625,1.0493e-05,1.0477e-05,0
0.059204,-0.040249,0.03,487.62,0.017415,-0.015546,-5.1308e-22
0.059257,-0.040317,0.03,457.84,0.029903,-0.026262,-3.8611e-22
0.059304,-0.040382,0.03,17459,0.04324,-0.03729,3.9537e-22
0.059341,-0.040231,0.03,-77.48,1.0511e-05,1.0524e-05,5.9736e-14
0.059349,-0.040224,0.03,-90.947,0.0021236,-0.0023191,1.4527e-23
0.05941,-0.040274,0.03,2687.1,0.0037118,-0.0039938,2.8028e-22
0.059468,-0.040321,0.03,2522.3,0.0061543,-0.01058,2.773e-23
0.059523,-0.040394,0.03,-49042,0.0096376,-0.013231,-2.647e-22
0.059448,-0.040486,0.03,-9694.4,0.035405,-0.024404,3.6025e-24
0.059356,-0.040443,0.03,28746,0.056189,-0.04331,1.8451e-23
0.059065,-0.040107,0.03,69.531,0.0073458,-0.0066327,6.8063e-23
0.059072,-0.0401,0.03,15.766,1.0474e-05,1.0456e-05,2.9868e-14
0.059134,-0.040185,0.03,394.17,0.01627,-0.014595,-3.5457e-23
0.059194,-0.040259,0.03,931.03,0.027276,-0.024108,3.0347e-22
0.059246,-0.040329,0.03,1005.6,0.041217,-0.035713,1.6877e-22
0.059292,-0.040397,0.03,17605,0.055108,-0.046735,1.9908e-22
0.059283,-0.040168,0.03,-5.9707,1.0495e-05,1.0509e-05,5.9736e-14
0.059291,-0.040161,0.03,6.0762,0.0018276,-0.0019998,-3.9238e-22
0.059357,-0.040216,0.03,-154.07,0.0043547,-0.0047844,1.4139e-23
0.05942,-0.040264,0.03,3907.8,0.0061372,-0.0067605,2.2771e-23
0.05948,-0.040313,0.03,2960.3,0.0080433,-0.014129,-6.3076e-23
0.059536,-0.040397,0.03,-36211,0.011541,-0.015841,3.6865e-22
0.059452,-0.040499,0.03,-4699.7,0.041347,-0.02826,-3.5441e-24
0.059349,-0.040458,0.03,27702,0.066343,-0.050512,2.7518e-24
0.058981,-0.04003,0.03,46.938,0.0069172,-0.0062522,-3.3802e-22
0.058988,-0.040023,0.03,9.125,1.0454e-05,1.0434e-05,8.9605e-14
0.059057,-0.040115,0.03,163.56,0.015184,-0.013653,2.8992e-22
0.059125,-0.040195,0.03,720.53,0.025455,-0.022663,2.8694e-22
0.059183,-0.040271,0.03,1517,0.037867,-0.0331,3.325e-22
0.059233,-0.040343,0.03,1791.4,0.052892,-0.045183,1.6773e-22
0.05928,-0.040413,0.03,16817,0.066732,-0.055626,-1.8674e-22
0.05922,-0.040098,0.03,3.752,1.0476e-05,1.0493e-05,2.9868e-14
0.059227,-0.040092,0.03,3.8516,0.0017939,-0.0019562,-4.6677e-23
0.0593,-0.040153,0.03,-5.085,0.0037809,-0.0041958,3.7994e-22
0.059368,-0.040207,0.03,-153.38,0.0067484,-0.0074788,-1.2094e-25
0.059433,-0.040254,0.03,4866.4,0.0087726,-0.0098959,-2.2533e-22
0.059493,-0.040306,0.03,2945.7,0.0097783,-0.017495,1.3823e-22
0.059549,-0.040401,0.03,-29260,0.013333,-0.018118,-3.1004e-22
0.059456,-0.040512,0.03,-1326.1,0.046905,-0.031819,-2.6191e-22
0.059343,-0.040475,0.03,25675,0.075831,-0.057028,-1.1226e-22
0.058888,-0.039945,0.03,27.219,0.0065231,-0.0059,-3.4222e-22
0.058895,-0.039938,0.03,6.8281,1.0432e-05,1.041e-05,8.9605e-14
0.058973,-0.040038,0.03,111.3,0.014281,-0.012868,-3.4331e-24
0.059048,-0.040125,0.03,313.97,0.023756,-0.021227,-2.472e-22
0.059114,-0.040207,0.03,1088.1,0.035343,-0.031187,3.2164e-22
0.05917,-0.040284,0.03,2132.7,0.048992,-0.042329,-2.9721e-22
0.059218,-0.040359,0.03,2686.2,0.064631,-0.054429,-1.7089e-22
0.059267,-0.040432,0.03,15600,0.077859,-0.063797,1.3045e-22
0.05915,-0.040022,0.03,0.30566,1.0456e-05,1.0474e-05,-9.2175e-28
0.059157,-0.040015,0.03,2.6963,0.0016862,-0.0018367,5.9197e-22
0.059236,-0.040084,0.03,16.35,0.0036953,-0.0040702,7.1546e-22
0.05931,-0.040144,0.03,-20.457,0.0059266,-0.0066519,4.0476e-22
0.05938,-0.040195,0.03,-91.37,0.0092513,-0.010387,0
0.059447,-0.040242,0.03,5306.6,0.011431,-0.013231,-2.3265e-22
0.059508,-0.040299,0.03,2557.8,0.011355,-0.020557,-3.0374e-22
0.059563,-0.040406,0.03,-23632,0.015049,-0.020136,-3.0194e-22
0.059462,-0.040526,0.03,954.38,0.052167,-0.035123,8.9373e-23
0.059337,-0.040494,0.03,23116,0.084653,-0.062877,1.0013e-22
0.058786,-0.039852,0.03,20.125,0.0061655,-0.0055799,6.8764e-22
0.058792,-0.039845,0.03,5.125,1.0407e-05,1.0383e-05,5.9736e-14
0.05888,-0.039953,0.03,63.047,0.013458,-0.012143,-3.0361e-25
0.058964,-0.040048,0.03,211.91,0.022323,-0.020011,1.8669e-22
0.059038,-0.040136,0.03,517.19,0.033004,-0.029272,2.2488e-22
0.059101,-0.04022,0.03,1430.2,0.045804,-0.040018,-2.7847e-22
0.059155,-0.0403,0.03,2635.5,0.060403,-0.05157,-2.3218e-22
0.059202,-0.040377,0.03,3465.6,0.076129,-0.063218,2.6492e-22
