"Points:0","Points:1","Points:2","Q-criterion","U:0","U:1","U:2"
0.059736,-0.040043,0.03,3583.4,0.011487,0.011673,2.782e-14
0.059784,-0.040086,0.03,-1.579e+05,0.011485,0.011677,2.782e-14
0.05973,-0.040051,0.03,6796.5,0.021911,0.0034645,1.7752e-23
0.059785,-0.040094,0.03,-1.6597e+05,0.01881,0.0064246,2.2275e-22
0.059677,-0.040004,0.03,7538.6,0.020309,0.0037973,3.165e-22
0.059684,-0.039996,0.03,168.88,0.011474,0.011658,2.782e-14
0.059837,-0.040041,0.03,-96763,0.014877,0.0072217,2.7592e-22
0.059829,-0.04004,0.03,-71594,0.011479,0.011683,0
0.059786,-0.040104,0.03,-75791,0.025047,0.0017698,-2.9982e-22
0.059723,-0.04006,0.03,13520,0.032089,-0.0046969,3.3894e-23
0.059619,-0.039952,0.03,182.62,0.019971,0.0041106,2.9375e-22
0.059626,-0.039944,0.03,387.31,0.011459,0.011641,-2.782e-14
0.059669,-0.040013,0.03,10074,0.029956,-0.0045383,3.5262e-22
0.059785,-0.039993,0.03,-3216.4,0.011475,0.011685,-2.782e-14
0.059793,-0.039987,0.03,3000.8,0.015202,0.0065434,-8.3433e-23
0.059847,-0.040042,0.03,-84259,0.017759,0.0035952,3.0539e-22
0.059787,-0.040114,0.03,-49376,0.031165,-0.0026109,6.0901e-24
0.059716,-0.04007,0.03,17658,0.042495,-0.012787,-1.8644e-23
0.059555,-0.039895,0.03,480.88,0.019159,0.0047722,-5.6634e-23
0.059562,-0.039887,0.03,330.86,0.011442,0.011623,-2.782e-14
0.059611,-0.039961,0.03,347.27,0.029113,-0.0038207,1.3e-23
0.059659,-0.040023,0.03,12402,0.040513,-0.013445,-1.8933e-24
0.059737,-0.039942,0.03,1653.7,0.01146,0.011671,-5.5639e-14
0.059745,-0.039935,0.03,1607.9,0.015096,0.0078067,-8.288e-23
0.059801,-0.03998,0.03,4935.7,0.019096,0.0015137,-4.0969e-22
0.059857,-0.040043,0.03,-68350,0.020498,5.5333e-05,2.2028e-23
0.05979,-0.040125,0.03,-29947,0.037239,-0.0068,7.1315e-24
0.059709,-0.040082,0.03,20299,0.052923,-0.020622,-3.6834e-23
0.059485,-0.039832,0.03,401.73,0.018675,0.0051484,-5.4974e-22
0.059492,-0.039824,0.03,292.41,0.011424,0.011603,2.782e-14
0.059547,-0.039903,0.03,690.61,0.027531,-0.0025322,-1.6556e-23
0.059601,-0.039971,0.03,599.88,0.039141,-0.012325,1.7503e-23
0.059649,-0.040036,0.03,13906,0.051661,-0.022581,2.5657e-22
0.059684,-0.039885,0.03,-293.41,0.011443,0.011656,-5.5639e-14
0.059692,-0.039878,0.03,-276.6,0.015379,0.0073857,-6.9724e-23
0.059754,-0.039926,0.03,3804.7,0.019243,0.0033299,-7.0494e-22
0.059812,-0.039973,0.03,6791.1,0.023074,-0.0037557,-3.2684e-22
0.059868,-0.040046,0.03,-50854,0.023207,-0.0034565,-2.8223e-22
0.059793,-0.040138,0.03,-20904,0.043158,-0.010828,6.2699e-24
0.059701,-0.040096,0.03,21489,0.063121,-0.028089,-2.9284e-22
0.059408,-0.039762,0.03,313.56,0.018202,0.0055207,-8.4031e-22
0.059414,-0.039755,0.03,271.17,0.011404,0.01158,2.782e-14
0.059477,-0.03984,0.03,573.69,0.026517,-0.0017396,-4.5077e-22
0.059538,-0.039914,0.03,1078,0.036813,-0.010484,-4.9823e-22
0.05959,-0.039983,0.03,1048,0.049907,-0.02123,5.6654e-22
0.059637,-0.04005,0.03,14407,0.063056,-0.031626,-2.2675e-22
0.059626,-0.039822,0.03,-150.83,0.011425,0.01164,-2.0311e-25
0.059634,-0.039815,0.03,-108.17,0.015093,0.0076649,4.9195e-23
0.059701,-0.039869,0.03,-363.44,0.019634,0.00277,-1.1432e-24
0.059764,-0.039917,0.03,5606.9,0.023971,-0.0018263,-3.4361e-22
0.059824,-0.039965,0.03,8096.4,0.027069,-0.0091639,3.849e-23
0.059881,-0.040049,0.03,-39896,0.0259,-0.0068429,-4.604e-22
0.059797,-0.040151,0.03,-15961,0.048784,-0.014642,4.1298e-22
0.059694,-0.040111,0.03,21278,0.072908,-0.035092,3.9231e-22
0.059322,-0.039686,0.03,283.05,0.017809,0.0058205,8.3802e-22
0.059329,-0.039679,0.03,253.72,0.011382,0.011556,5.4956e-25
0.0594,-0.039771,0.03,373.47,0.02555,-0.00095383,-4.3986e-22
0.059468,-0.03985,0.03,847.06,0.035194,-0.0092545,-4.0037e-23
0.059527,-0.039925,0.03,1592.9,0.046918,-0.018972,1.8366e-22
0.059577,-0.039997,0.03,1732.8,0.06119,-0.030332,4.0684e-23
0.059625,-0.040067,0.03,14206,0.074399,-0.04033,-2.5206e-22
0.059562,-0.039753,0.03,-142.63,0.011405,0.011621,-3.3386e-25
0.059569,-0.039746,0.03,-127.44,0.015055,0.007675,1.0977e-21
0.059642,-0.039807,0.03,-51.973,0.019106,0.0033022,-1.8259e-23
0.059711,-0.03986,0.03,-363.81,0.024336,-0.0023741,5.8098e-22
0.059776,-0.039906,0.03,7240.5,0.029122,-0.0075269,3.1696e-22
0.059837,-0.039958,0.03,8413.7,0.031036,-0.014535,1.1739e-22
0.059894,-0.040053,0.03,-34694,0.028528,-0.010009,-3.6607e-23
0.059802,-0.040165,0.03,-12169,0.05412,-0.018224,4.0237e-22
0.059688,-0.040128,0.03,20224,0.082196,-0.041553,4.6058e-22
0.059229,-0.039602,0.03,256.3,0.017444,0.0060931,1.0845e-21
0.059235,-0.039595,0.03,240.05,0.011358,0.011529,5.4956e-25
0.059315,-0.039695,0.03,320.09,0.024741,-0.00030495,-7.3817e-24
0.059391,-0.039781,0.03,496.28,0.033678,-0.0080319,8.418e-22
0.059457,-0.039862,0.03,1166.9,0.044659,-0.017315,-3.2209e-23
0.059514,-0.039939,0.03,2143,0.057692,-0.02784,4.3748e-22
0.059562,-0.040013,0.03,2553,0.072722,-0.039409,-2.7394e-22
0.059612,-0.040086,0.03,13622,0.085433,-0.048515,-3.6779e-22
