"Points:0","Points:1","Points:2","Q-criterion","U:0","U:1","U:2"
0.064126,-0.035028,0.03,4278.1,-0.024114,-0.031032,-5.5912e-28
0.064179,-0.035065,0.03,-1.9318e+05,-0.024125,-0.031067,-5.7281e-14
0.064121,-0.035036,0.03,9964.9,-0.010079,-0.039452,-1.2689e-22
0.06418,-0.035073,0.03,-2.055e+05,-0.013917,-0.036523,1.8039e-22
0.064063,-0.034996,0.03,11200,-0.012436,-0.039126,-6.3772e-23
0.064069,-0.034987,0.03,-1198.5,-0.024086,-0.030993,5.7281e-14
0.064226,-0.035014,0.03,-1.1141e+05,-0.020837,-0.03493,1.7822e-22
0.064218,-0.035014,0.03,-47382,-0.024107,-0.031081,-5.7281e-14
0.064183,-0.035082,0.03,-79168,-0.0055424,-0.041206,9.2605e-23
0.064115,-0.035046,0.03,21684,0.003352,-0.04772,5.8878e-23
0.063999,-0.034951,0.03,-1078.6,-0.012844,-0.038726,3.3616e-23
0.064005,-0.034942,0.03,-790.56,-0.024055,-0.030949,5.7281e-14
0.064056,-0.035005,0.03,15226,9.7509e-05,-0.047588,1.2953e-23
0.064169,-0.034973,0.03,-7636.7,-0.024076,-0.031062,5.7281e-14
0.064176,-0.034965,0.03,-2001.1,-0.023338,-0.033239,-6.6094e-23
0.064236,-0.035014,0.03,-90784,-0.018565,-0.037619,9.2105e-23
0.064185,-0.035092,0.03,-42529,0.0024067,-0.045389,-3.0559e-23
0.064109,-0.035057,0.03,27946,0.016779,-0.05567,6.4213e-23
0.063929,-0.034901,0.03,-556.03,-0.013948,-0.037914,3.5487e-23
0.063935,-0.034893,0.03,-758.31,-0.024021,-0.030901,4.5946e-28
0.063992,-0.03496,0.03,-660.78,-0.0010178,-0.046754,-5.1206e-23
0.064048,-0.035017,0.03,18454,0.013576,-0.056413,1.8249e-24
0.064116,-0.034927,0.03,-622.78,-0.024044,-0.031025,5.7281e-14
0.064122,-0.034919,0.03,-153.61,-0.024496,-0.030598,7.6041e-23
0.064184,-0.034957,0.03,-2770.9,-0.022635,-0.03512,7.4977e-23
0.064246,-0.035014,0.03,-70821,-0.016703,-0.040068,-2.5951e-23
0.064189,-0.035103,0.03,-17918,0.010095,-0.049207,-5.4553e-22
0.064103,-0.03507,0.03,31469,0.029921,-0.063113,-1.6486e-22
0.063852,-0.034847,0.03,-574.03,-0.014582,-0.037412,9.5343e-25
0.063858,-0.034839,0.03,-743.72,-0.023983,-0.030847,0
0.063922,-0.034911,0.03,-161.06,-0.0031948,-0.045257,3.4337e-25
0.063984,-0.034972,0.03,-201.75,0.011698,-0.055144,3.6844e-23
0.064039,-0.035031,0.03,20097,0.027504,-0.065197,-6.7745e-23
0.064056,-0.034876,0.03,-11.307,-0.024009,-0.030984,-5.7281e-14
0.064063,-0.034868,0.03,-10.422,-0.023944,-0.031064,2.6316e-24
0.06413,-0.03491,0.03,-103.26,-0.024624,-0.030608,8.7722e-23
0.064193,-0.034949,0.03,-4457.5,-0.022184,-0.037095,6.5979e-23
0.064258,-0.035015,0.03,-50401,-0.015062,-0.042364,-4.9068e-22
0.064194,-0.035115,0.03,-6477.1,0.01742,-0.052735,6.4045e-24
0.064098,-0.035084,0.03,32497,0.042457,-0.069972,-1.4929e-23
0.063767,-0.034787,0.03,-640.64,-0.015192,-0.036909,3.8724e-23
0.063773,-0.034779,0.03,-705.92,-0.023942,-0.030789,6.85e-28
0.063845,-0.034857,0.03,-226.47,-0.0045692,-0.044304,8.6957e-25
0.063914,-0.034922,0.03,409.72,0.0085186,-0.053075,-1.8931e-23
0.063974,-0.034985,0.03,499.33,0.025048,-0.063673,7.2399e-24
0.064029,-0.035046,0.03,20036,0.04139,-0.073589,-5.4988e-23
0.063991,-0.034821,0.03,-24.975,-0.023971,-0.030939,0
0.063998,-0.034813,0.03,-49.696,-0.024367,-0.030628,-7.3409e-23
0.064071,-0.034859,0.03,-30.625,-0.023932,-0.031133,-1.3884e-24
0.064139,-0.034899,0.03,-289.74,-0.024519,-0.031,-1.2364e-22
