"Points:0","Points:1","Points:2","Q-criterion","U:0","U:1","U:2"
0.076136,-3.4993e-05,0.03,34.414,1.5213e-12,1.7687e-09,0
0.0762,-3.2004e-05,0.03,-2301,7.4458e-13,1.7744e-09,0
0.076137,-4.4772e-05,0.03,-143.75,0.001549,0.00012474,3.4836e-24
0.076207,-3.7501e-05,0.03,-2521.2,0.00092649,-2.8261e-05,9.6907e-26
0.076066,-4.8514e-05,0.03,63.337,0.0015228,6.9946e-05,7.8138e-24
0.076066,-3.8283e-05,0.03,-3.5073,1.5853e-12,1.7665e-09,-1.6233e-14
0.076207,3.7501e-05,0.03,-562.5,0.00043603,-0.00020796,1.1304e-23
0.0762,3.2004e-05,0.03,-147.94,-7.4456e-13,1.7744e-09,1.6233e-14
0.076214,-4.3381e-05,0.03,-1636.6,0.0018107,-5.7171e-05,-4.3507e-27
0.076138,-5.5822e-05,0.03,-146.26,0.0031774,0.00024237,-4.2242e-24
0.075988,-5.209e-05,0.03,-5.455,0.0015098,7.4851e-05,8.2737e-24
0.075988,-4.1904e-05,0.03,0.7702,1.6492e-12,1.7641e-09,-1.6233e-14
0.076067,-6.0565e-05,0.03,91.372,0.0032339,0.00015807,-4.5397e-24
0.076136,3.4993e-05,0.03,-80.545,-1.5212e-12,1.7687e-09,0
0.076137,4.4772e-05,0.03,38.41,0.00043368,-8.8985e-05,1.2829e-23
0.076214,4.3381e-05,0.03,-674.6,0.00081887,-0.0003877,6.918e-24
0.076222,-4.9421e-05,0.03,-1352.8,0.0027293,-6.058e-05,-5.1719e-25
0.07614,-6.8323e-05,0.03,-135.88,0.0049389,0.00038051,4.067e-24
0.075903,-5.5998e-05,0.03,1.9151,0.0014289,6.9493e-05,8.5874e-24
0.075902,-4.5887e-05,0.03,0.38625,1.7779e-12,1.7615e-09,-7.3815e-33
0.075989,-6.4108e-05,0.03,-7.8846,0.0031901,0.0001646,3.2267e-24
0.076067,-7.4666e-05,0.03,123.6,0.0051931,0.00026625,7.7838e-25
0.076066,3.8283e-05,0.03,8.0892,-1.5852e-12,1.7665e-09,-1.6233e-14
0.076066,4.8514e-05,0.03,9.3521,0.00028932,-1.2771e-05,5.9634e-24
0.076138,5.5822e-05,0.03,79.009,0.00088538,-0.00017951,1.0939e-23
0.076222,4.9421e-05,0.03,-664.75,0.0012103,-0.00057102,-3.7358e-23
0.076232,-5.58e-05,0.03,-1080.5,0.003687,-4.4343e-05,-1.8111e-24
0.076144,-8.2011e-05,0.03,-103.03,0.0068164,0.00053971,8.5307e-25
0.075809,-6.0307e-05,0.03,1.3715,0.0013866,6.6637e-05,1.0749e-23
