"Points:0","Points:1","Points:2","Q-criterion","U:0","U:1","U:2"
0.073576,-0.016904,0.03,1679.7,-0.011641,-0.037552,8.0491e-14
0.073638,-0.01692,0.03,-87402,-0.011639,-0.037588,-8.0491e-14
0.073574,-0.016913,0.03,2219.5,-0.00080053,-0.039619,1.4724e-23
0.073643,-0.016927,0.03,-95192,-0.0042023,-0.038873,-1.9554e-23
0.073505,-0.016896,0.03,4495,-0.002124,-0.039938,-2.7588e-23
0.073508,-0.016886,0.03,-785.48,-0.011629,-0.037505,0
0.073665,-0.016855,0.03,-41634,-0.0091953,-0.039275,-4.8974e-23
0.073657,-0.016858,0.03,-11040,-0.011617,-0.037595,-1.6098e-13
0.073648,-0.016935,0.03,-41811,0.0021188,-0.040076,8.3804e-24
0.073572,-0.016924,0.03,6499.2,0.0098409,-0.041766,2.3943e-23
0.07343,-0.016876,0.03,-745.23,-0.0024058,-0.039779,-3.8372e-23
0.073433,-0.016866,0.03,-579.51,-0.011615,-0.037453,-8.0491e-14
0.073502,-0.016907,0.03,6407.1,0.0081612,-0.042424,1.4743e-23
0.073597,-0.016837,0.03,-4108.5,-0.011595,-0.037566,0
0.0736,-0.016828,0.03,-1468.3,-0.011336,-0.038459,-3.6733e-23
0.073674,-0.016852,0.03,-37001,-0.0075469,-0.040492,-1.2802e-23
0.073654,-0.016943,0.03,-25392,0.0081958,-0.041064,-4.5307e-23
0.07357,-0.016937,0.03,9489.1,0.02063,-0.043778,9.5978e-25
0.073347,-0.016855,0.03,-462.15,-0.003235,-0.039522,4.933e-24
0.07335,-0.016845,0.03,-550.75,-0.0116,-0.037396,8.8648e-29
0.073427,-0.016888,0.03,-573.59,0.0073952,-0.042163,-1.9079e-24
0.073499,-0.016921,0.03,8110.6,0.019343,-0.044988,2.6278e-23
0.07353,-0.016813,0.03,-612.81,-0.011578,-0.03752,8.0491e-14
0.073534,-0.016803,0.03,-418.22,-0.012771,-0.037074,-5.6554e-23
0.073605,-0.016817,0.03,-2283.9,-0.011144,-0.03923,-1.8691e-23
0.073683,-0.016848,0.03,-31069,-0.0061431,-0.041665,-1.002e-22
0.073662,-0.016952,0.03,-13530,0.014135,-0.041882,-1.1225e-23
0.073569,-0.016951,0.03,11728,0.031349,-0.045597,-2.082e-23
0.073256,-0.016831,0.03,-456.46,-0.0037064,-0.039345,1.5717e-23
0.073258,-0.016821,0.03,-535.77,-0.011584,-0.037333,-8.0491e-14
0.073344,-0.016866,0.03,-262.03,0.0057591,-0.041733,-1.9231e-23
0.073423,-0.016901,0.03,-383.22,0.018047,-0.044628,3.5789e-23
0.073495,-0.016937,0.03,9212.1,0.031064,-0.047499,-2.6388e-23
0.073457,-0.016786,0.03,-56.921,-0.01156,-0.03747,-8.0491e-14
0.073461,-0.016777,0.03,-55.464,-0.012358,-0.037196,2.8486e-23
0.073538,-0.016792,0.03,-767.17,-0.013719,-0.036815,-5.6744e-24
0.073611,-0.016806,0.03,-3518.6,-0.011079,-0.04016,-2.5292e-24
0.073695,-0.016845,0.03,-23657,-0.0048618,-0.042816,-1.3277e-23
0.07367,-0.016962,0.03,-7592.2,0.019882,-0.042597,5.0411e-23
0.073569,-0.016966,0.03,13043,0.041772,-0.047237,1.0864e-23
0.073155,-0.016805,0.03,-479.1,-0.0041735,-0.039157,-1.1465e-23
0.073158,-0.016795,0.03,-510.58,-0.011566,-0.037263,-8.0491e-14
0.073253,-0.016842,0.03,-275.86,0.0047429,-0.041452,-1.9555e-23
0.07334,-0.016879,0.03,22.959,0.015647,-0.044066,1.1043e-23
0.073419,-0.016917,0.03,-56.404,0.029382,-0.047103,-9.6795e-24
0.073491,-0.016955,0.03,9587.8,0.04295,-0.049848,1.3358e-26
0.073377,-0.016757,0.03,-77.1,-0.01154,-0.037414,0
0.07338,-0.016748,0.03,-92.112,-0.012688,-0.037011,4.0378e-24
0.073465,-0.016765,0.03,-72.274,-0.013243,-0.036912,3.2041e-23
0.073543,-0.016778,0.03,-1221.4,-0.014508,-0.036732,8.6035e-23
0.073618,-0.016794,0.03,-4532.5,-0.011179,-0.041233,-4.131e-24
0.073707,-0.016842,0.03,-17954,-0.0037289,-0.043839,8.8658e-23
0.07368,-0.016971,0.03,-4251.7,0.025328,-0.04323,-1.514e-24
0.07357,-0.016983,0.03,13394,0.051731,-0.048694,-2.1967e-24
0.073045,-0.016776,0.03,-465.47,-0.0045516,-0.038983,-1.1388e-23
0.073047,-0.016766,0.03,-489.2,-0.011546,-0.037187,-8.0491e-14
0.073152,-0.016816,0.03,-383.05,0.0037534,-0.041146,2.4218e-23
0.073249,-0.016855,0.03,-51.672,0.01402,-0.043693,-1.3337e-23
