"Points:0","Points:1","Points:2","Q-criterion","U:0","U:1","U:2"
0.076136,-3.4993e-05,0.03,24.11,9.1037e-16,-5.0983e-13,-1.2186e-14
0.0762,-3.2004e-05,0.03,-1958.1,2.4801e-14,-4.9995e-13,1.2173e-35
0.076137,-4.4772e-05,0.03,37.01,0.0012655,0.00010658,1.0724e-24
0.076207,-3.7501e-05,0.03,-2098.5,0.0007707,8.1277e-05,1.1138e-24
0.076066,-4.8514e-05,0.03,47.537,0.0012243,5.7099e-05,-1.5649e-25
0.076066,-3.8283e-05,0.03,-1.855,-4.7739e-14,-5.1128e-13,-2.4372e-14
0.076207,3.7501e-05,0.03,-1217.2,0.00077071,-8.1272e-05,-3.026e-26
0.0762,3.2004e-05,0.03,-1516.7,4.8201e-14,-5.0241e-13,-1.2186e-14
0.076214,-4.3381e-05,0.03,-1287,0.0015209,0.00015239,-7.4651e-26
0.076138,-5.5822e-05,0.03,83.034,0.0026005,0.00021403,-6.0143e-25
0.075988,-5.209e-05,0.03,-2.3011,0.0012116,6.0121e-05,-5.9546e-27
0.075988,-4.1904e-05,0.03,0.54221,-2.3369e-14,-5.1057e-13,-2.4372e-14
0.076067,-6.0565e-05,0.03,75.795,0.0026111,0.00013123,-5.4675e-25
0.076136,3.4993e-05,0.03,-6.2246,2.341e-14,-5.1098e-13,0
0.076137,4.4772e-05,0.03,56.612,0.0012655,-0.00010658,7.243e-26
0.076214,4.3381e-05,0.03,-1281.4,0.0015209,-0.00015238,-1.3166e-24
0.076222,-4.9421e-05,0.03,-1075.3,0.0023144,0.00023836,-1.2723e-24
0.07614,-6.8323e-05,0.03,131.39,0.0040512,0.00034605,-1.2078e-25
0.075903,-5.5998e-05,0.03,1.404,0.0011472,5.5742e-05,-5.9216e-25
0.075902,-4.5887e-05,0.03,0.25371,9.7357e-16,-5.0924e-13,0
0.075989,-6.4108e-05,0.03,-1.6107,0.0025694,0.00013288,-4.7196e-25
0.076067,-7.4666e-05,0.03,112.12,0.0042119,0.00022463,1.679e-24
0.076066,3.8283e-05,0.03,26.031,-4.9608e-14,-5.0827e-13,-1.2186e-14
0.076066,4.8514e-05,0.03,23.201,0.0012243,-5.71e-05,3.0579e-25
0.076138,5.5822e-05,0.03,98.701,0.0026006,-0.00021403,-1.3267e-24
0.076222,4.9421e-05,0.03,-1151.2,0.0023144,-0.00023835,-2.9172e-24
0.076232,-5.58e-05,0.03,-867.79,0.0031529,0.00033736,-1.0027e-25
0.076144,-8.2011e-05,0.03,180.43,0.0056043,0.00050321,-1.3528e-26
0.075809,-6.0307e-05,0.03,0.92598,0.0011141,5.3485e-05,-1.2582e-24
0.075808,-5.0268e-05,0.03,0.16308,9.4422e-16,-5.0784e-13,1.2186e-14
0.075903,-6.7862e-05,0.03,3.5424,0.002437,0.00012299,-4.288e-25
0.075989,-7.8213e-05,0.03,0.13697,0.0041387,0.00022453,4.7567e-25
0.076069,-9.0888e-05,0.03,151.18,0.0060198,0.00034159,1.5434e-25
0.075988,4.1904e-05,0.03,-1.8818,-2.5277e-14,-5.0852e-13,-3.6559e-14
0.075988,5.209e-05,0.03,-0.63478,0.0012116,-6.0122e-05,-1.1781e-25
0.076067,6.0565e-05,0.03,54.523,0.0026112,-0.00013123,-3.0481e-26
0.07614,6.8323e-05,0.03,152.9,0.0040513,-0.00034605,-4.171e-24
0.076232,5.58e-05,0.03,-927.67,0.0031529,-0.00033734,1.1013e-24
0.076243,-6.252e-05,0.03,-794.62,0.004027,0.000443,-1.1452e-25
0.076148,-9.676e-05,0.03,227.73,0.0072431,0.00068159,-3.4336e-24
0.075705,-6.5059e-05,0.03,0.53226,0.0010771,5.1244e-05,-4.7463e-25
0.075705,-5.5084e-05,0.03,0.12948,9.6732e-16,-5.0748e-13,-1.2186e-14
0.075809,-7.2015e-05,0.03,2.7362,0.0023614,0.00011639,7.2089e-26
0.075904,-8.173e-05,0.03,7.5164,0.0039332,0.00020688,3.8475e-25
0.07599,-9.465e-05,0.03,5.3858,0.0059359,0.00033837,9.9778e-25
0.07607,-0.00010928,0.03,189.98,0.0080207,0.00048616,-3.1834e-24
0.075902,4.5887e-05,0.03,0.54952,-2.5284e-14,-5.0793e-13,-2.4372e-14
0.075903,5.5998e-05,0.03,1.2746,0.0011472,-5.5743e-05,-6.6925e-26
0.075989,6.4108e-05,0.03,-0.36174,0.0025694,-0.00013288,4.5726e-25
0.076067,7.4666e-05,0.03,87.573,0.004212,-0.00022463,-7.3385e-25
0.076144,8.2011e-05,0.03,207.78,0.0056043,-0.00050321,1.2148e-24
0.076243,6.252e-05,0.03,-805.43,0.004027,-0.00044297,-3.0716e-24
0.076255,-6.8973e-05,0.03,-760.47,0.0049167,0.00055154,3.7251e-26
0.076154,-0.00011249,0.03,267.9,0.0089483,0.00087953,-6.8898e-26
0.075591,-7.0292e-05,0.03,0.43345,0.0010503,4.9551e-05,-4.9455e-25
0.07559,-6.0377e-05,0.03,0.082684,9.8079e-16,-5.0684e-13,-1.2186e-14
0.075705,-7.6624e-05,0.03,1.5154,0.00228,0.00011086,6.1632e-25
0.075809,-8.5628e-05,0.03,5.8254,0.0038023,0.00019327,1.0849e-24
0.075904,-9.7882e-05,0.03,13.722,0.005658,0.00031036,9.2388e-25
0.07599,-0.00011364,0.03,16.862,0.0079727,0.00047669,6.1039e-26
0.076073,-0.00012981,0.03,228.91,0.010199,0.00066122,2.6355e-26
0.075808,5.0268e-05,0.03,0.25766,-4.9636e-14,-5.0671e-13,-1.2186e-14
0.075809,6.0307e-05,0.03,0.65184,0.0011142,-5.3486e-05,-2.8925e-25
0.075903,6.7862e-05,0.03,3.5678,0.0024371,-0.00012299,8.3679e-25
0.075989,7.8213e-05,0.03,1.6107,0.0041388,-0.00022454,9.0115e-25
0.076069,9.0888e-05,0.03,128.23,0.0060199,-0.00034159,9.9803e-26
0.076148,9.676e-05,0.03,252.31,0.0072432,-0.00068159,-1.8534e-24
0.076255,6.8973e-05,0.03,-784.24,0.0049168,-0.00055152,5.1813e-24
0.076268,-7.5185e-05,0.03,-722.54,0.0058121,0.00066261,5.15e-26
0.076161,-0.0001291,0.03,299.27,0.010702,0.0010968,2.1642e-24
0.075465,-7.6052e-05,0.03,0.2753,0.001026,4.8108e-05,-2.1856e-25
0.075465,-6.619e-05,0.03,0.065838,-2.3422e-14,-5.0516e-13,-1.2186e-14
0.075591,-8.1728e-05,0.03,1.2444,0.0022192,0.00010638,-4.5955e-25
0.075706,-9e-05,0.03,3.3452,0.0036658,0.00018279,6.9105e-25
0.07581,-0.00010141,0.03,10.227,0.0054599,0.00028698,3.7115e-25
0.075904,-0.00011662,0.03,22.287,0.0076329,0.00043574,7.6751e-27
0.075991,-0.00013537,0.03,36.318,0.010254,0.00064056,-5.5903e-25
0.076077,-0.00015238,0.03,268.49,0.012534,0.00086676,8.559e-25
0.075705,5.5084e-05,0.03,0.16474,-2.5251e-14,-5.0559e-13,-1.2186e-14
