"Points:0","Points:1","Points:2","Q-criterion","U:0","U:1","U:2"
0.075721,-0.0068691,0.03,974.85,-0.0047275,-0.039009,-1.193e-13
0.075785,-0.0068738,0.03,-54092,-0.0047194,-0.039044,-5.9651e-14
0.075721,-0.0068789,0.03,1268,0.0041736,-0.039102,-2.3579e-25
0.075791,-0.00688,0.03,-60437,0.0013167,-0.039013,-1.069e-25
0.07565,-0.0068742,0.03,2761.5,0.0032128,-0.039524,-5.5121e-25
0.075651,-0.0068639,0.03,-619.34,-0.0047239,-0.03896,0
0.0758,-0.0068056,0.03,-25332,-0.0026928,-0.039992,0
0.075793,-0.0068103,0.03,-5839.5,-0.0046965,-0.039047,5.9651e-14
0.075798,-0.0068868,0.03,-26984,0.0065202,-0.039072,-1.9295e-23
0.075721,-0.0068901,0.03,4036.6,0.013001,-0.039283,7.0489e-24
0.075573,-0.0068684,0.03,-593.73,0.0029887,-0.039429,-3.2761e-25
0.075573,-0.0068582,0.03,-479.96,-0.00472,-0.038906,0
0.075649,-0.0068862,0.03,4069.6,0.011831,-0.040025,-3.5418e-24
0.07573,-0.0067996,0.03,-2486.5,-0.0046796,-0.039014,5.9651e-14
0.075732,-0.00679,0.03,-917.14,-0.0044975,-0.039631,3.0352e-23
0.075808,-0.0068006,0.03,-23067,-0.0013234,-0.040695,-2.6083e-23
0.075805,-0.0068938,0.03,-16566,0.011542,-0.03899,-3.7744e-23
0.075722,-0.0069027,0.03,6109,0.022003,-0.039336,-1.1293e-23
0.075487,-0.006862,0.03,-399.29,0.002304,-0.039333,3.616e-24
0.075488,-0.006852,0.03,-453.68,-0.0047156,-0.038848,-5.9651e-14
0.075572,-0.0068804,0.03,-481.6,0.011223,-0.039917,-3.0334e-24
0.075648,-0.0069003,0.03,5284.2,0.021247,-0.040465,2.9198e-24
0.07566,-0.0067879,0.03,-395.23,-0.0046715,-0.038966,1.526e-28
0.075662,-0.0067778,0.03,-270.17,-0.0057136,-0.038772,3.2561e-23
0.075734,-0.0067792,0.03,-1394.4,-0.0043653,-0.040163,1.1415e-23
0.075817,-0.0067956,0.03,-19740,-0.00012666,-0.041401,6.2983e-25
0.075814,-0.0069013,0.03,-8873.2,0.016463,-0.03879,3.6123e-23
0.075723,-0.0069167,0.03,7756.6,0.031002,-0.039245,1.768e-23
0.075393,-0.0068551,0.03,-387.77,0.0019144,-0.039249,-1.0589e-24
0.075394,-0.006845,0.03,-439.71,-0.0047109,-0.038783,1.9518e-29
0.075486,-0.0068739,0.03,-263.75,0.0098742,-0.039799,-9.2915e-24
0.07557,-0.0068944,0.03,-358.97,0.02021,-0.040354,3.3568e-24
0.075648,-0.0069165,0.03,6134.9,0.031176,-0.040793,2.927e-24
0.075583,-0.006775,0.03,-46.792,-0.0046626,-0.038913,-1.193e-13
0.075585,-0.006765,0.03,-39.78,-0.005294,-0.038812,-1.1952e-23
0.075664,-0.0067659,0.03,-458.01,-0.0065376,-0.038675,2.814e-23
0.075738,-0.0067671,0.03,-2109.7,-0.0042906,-0.040832,2.4678e-23
0.075827,-0.0067905,0.03,-15265,0.00099283,-0.042108,2.0813e-23
0.075825,-0.0069093,0.03,-4958.7,0.021244,-0.038528,2.5637e-23
0.075726,-0.0069319,0.03,8830.6,0.039814,-0.039051,3.0427e-23
0.07529,-0.0068474,0.03,-398.26,0.0015236,-0.039154,-4.5802e-24
0.07529,-0.0068374,0.03,-418.97,-0.0047056,-0.038711,-5.9651e-14
0.075392,-0.0068667,0.03,-262.12,0.0090419,-0.039711,-9.954e-24
0.075485,-0.0068877,0.03,-73.317,0.018228,-0.040238,-4.3451e-25
0.075569,-0.0069108,0.03,-140.51,0.029825,-0.040705,3.1793e-24
0.075647,-0.006935,0.03,6518,0.041313,-0.040969,-8.6195e-24
0.075499,-0.0067609,0.03,-54.075,-0.0046528,-0.038855,-1.193e-13
0.075501,-0.0067509,0.03,-58.897,-0.0054972,-0.038716,-4.1723e-23
0.075587,-0.0067531,0.03,-43.264,-0.0059922,-0.038703,3.263e-23
0.075666,-0.006752,0.03,-685.09,-0.0072096,-0.038676,-2.5167e-24
0.075743,-0.0067539,0.03,-2700.5,-0.0043026,-0.04163,-1.1469e-23
0.07584,-0.0067852,0.03,-11729,0.0019976,-0.042742,-3.5359e-23
0.075836,-0.0069171,0.03,-2723.4,0.025799,-0.03824,1.7698e-23
0.07573,-0.0069482,0.03,9263.8,0.048295,-0.038772,1.8462e-23
0.075176,-0.0068389,0.03,-385.99,0.001206,-0.039056,6.1389e-24
0.075176,-0.006829,0.03,-402,-0.0046998,-0.038633,-1.7895e-13
0.075289,-0.0068589,0.03,-329.97,0.0082217,-0.039597,-3.1045e-25
0.075391,-0.0068803,0.03,-107.28,0.016896,-0.040164,-1.2464e-25
0.075483,-0.0069038,0.03,188.17,0.027293,-0.040627,4.1243e-24
0.075567,-0.0069298,0.03,209.67,0.03989,-0.040948,-2.0227e-24
0.075647,-0.0069557,0.03,6562.7,0.051395,-0.040976,-7.3488e-25
0.075406,-0.0067452,0.03,-57.428,-0.004642,-0.038791,-2.2737e-28
0.075408,-0.0067353,0.03,-54.662,-0.0054342,-0.038657,-2.7776e-23
0.075502,-0.0067391,0.03,-60.213,-0.0063848,-0.03858,1.5056e-23
0.075589,-0.0067391,0.03,-73.613,-0.006774,-0.038608,1.5843e-23
0.075669,-0.0067361,0.03,-971.71,-0.0077931,-0.038795,-1.3932e-23
0.075749,-0.0067397,0.03,-3022.1,-0.0044602,-0.042469,-4.0788e-23
0.075852,-0.0067802,0.03,-9582.3,0.0028455,-0.043259,-4.1938e-23
0.075848,-0.0069248,0.03,-1011.3,0.030126,-0.037917,1.1019e-23
0.075735,-0.0069656,0.03,9256.8,0.056354,-0.038399,-1.1355e-24
0.07505,-0.0068296,0.03,-375.65,0.00091245,-0.03895,2.4878e-24
0.075051,-0.0068197,0.03,-384.87,-0.0046934,-0.038546,-1.7895e-13
0.075175,-0.0068503,0.03,-331.53,0.0075443,-0.039484,5.1697e-25
0.075287,-0.0068722,0.03,-249.02,0.015601,-0.040042,8.0617e-25
0.075389,-0.006896,0.03,76.183,0.025435,-0.040588,-3.0365e-24
0.075481,-0.0069224,0.03,488.84,0.03695,-0.040947,-1.9221e-25
0.075565,-0.0069514,0.03,664.18,0.050187,-0.041071,-3.3924e-24
