"Points:0","Points:1","Points:2","Q-criterion","U:0","U:1","U:2"
0.076136,-3.4993e-05,0.03,18.561,-2.5929e-14,-2.2623e-15,-1.3142e-14
0.0762,-3.2004e-05,0.03,-1686.3,-2.6078e-14,9.2083e-16,0
0.076137,-4.4772e-05,0.03,-105.7,0.0010897,8.9975e-05,-5.6672e-25
0.076207,-3.7501e-05,0.03,-1711.8,0.00066707,-4.6421e-05,-2.9011e-26
0.076066,-4.8514e-05,0.03,34.459,0.0010752,4.8232e-05,-2.8658e-24
0.076066,-3.8283e-05,0.03,-2.001,-2.5929e-14,-2.2681e-15,-1.3142e-14
0.076207,3.7501e-05,0.03,-337.44,0.000504,-0.00019349,6.5201e-24
0.0762,3.2004e-05,0.03,-286.17,-1.4916e-16,2.1597e-15,0
0.076214,-4.3381e-05,0.03,-1152.6,0.0013075,-8.9578e-05,7.2496e-24
0.076138,-5.5822e-05,0.03,-113.7,0.0022449,0.0001731,7.4336e-24
0.075988,-5.209e-05,0.03,-3.2376,0.0010783,5.2817e-05,-2.0737e-24
0.075988,-4.1904e-05,0.03,0.3511,-5.2158e-14,-3.4919e-15,-1.3142e-14
0.076067,-6.0565e-05,0.03,50.176,0.0022961,0.0001086,-2.2186e-24
0.076136,3.4993e-05,0.03,-44.485,-2.6524e-14,1.9259e-16,1.3142e-14
0.076137,4.4772e-05,0.03,63.371,0.00066559,-8.8368e-05,6.6899e-24
0.076214,4.3381e-05,0.03,-416.57,0.0009675,-0.00036177,-1.7255e-26
0.076222,-4.9421e-05,0.03,-985.29,0.00198,-0.00011438,1.4566e-23
0.07614,-6.8323e-05,0.03,-117.62,0.0035055,0.00026985,1.435e-23
0.075903,-5.5998e-05,0.03,0.82702,0.0010269,4.9441e-05,1.0234e-27
0.075902,-4.5887e-05,0.03,0.16233,-2.5932e-14,-2.2538e-15,-2.6284e-14
0.075989,-6.4108e-05,0.03,-4.9147,0.0022876,0.00011544,-1.9729e-24
0.076067,-7.4666e-05,0.03,68.281,0.0037092,0.00018205,2.1697e-24
0.076066,3.8283e-05,0.03,13.59,-2.6523e-14,1.7113e-16,0
0.076066,4.8514e-05,0.03,14.041,0.00055448,-2.6232e-05,-2.0464e-24
0.076138,5.5822e-05,0.03,130.26,0.0013598,-0.00018099,2.5617e-24
0.076222,4.9421e-05,0.03,-385.87,0.0014451,-0.00053663,-6.6086e-24
0.076232,-5.58e-05,0.03,-818.61,0.0026888,-0.00012644,-1.9679e-23
0.076144,-8.2011e-05,0.03,-107.17,0.0048619,0.00038043,-1.9967e-23
0.075809,-6.0307e-05,0.03,0.60415,0.0010035,4.7851e-05,2.1023e-24
0.075808,-5.0268e-05,0.03,0.10437,-2.5933e-14,-2.2694e-15,-2.6284e-14
0.075903,-6.7862e-05,0.03,1.9297,0.0021823,0.00010833,-2.5281e-26
0.075989,-7.8213e-05,0.03,-7.1261,0.0036869,0.00019275,2.2899e-24
0.076069,-9.0888e-05,0.03,85.34,0.0053103,0.00027173,7.9075e-26
0.075988,4.1904e-05,0.03,-0.4486,-2.6523e-14,1.7656e-16,-1.3142e-14
0.075988,5.209e-05,0.03,-0.21201,0.00056382,-2.8504e-05,-2.5256e-24
0.076067,6.0565e-05,0.03,34.505,0.0011983,-6.692e-05,4.2992e-24
0.07614,6.8323e-05,0.03,187.11,0.0021063,-0.00030194,-1.1132e-23
0.076232,5.58e-05,0.03,-309.65,0.0019407,-0.00072091,0
0.076243,-6.252e-05,0.03,-744.47,0.0034277,-0.00012944,-1.4085e-23
0.076148,-9.676e-05,0.03,-90.183,0.0063018,0.00050252,-1.405e-23
0.075705,-6.5059e-05,0.03,0.33694,0.00097431,4.6132e-05,4.9106e-24
0.075705,-5.5084e-05,0.03,0.090395,-5.2162e-14,-3.4981e-15,-1.3142e-14
0.075809,-7.2015e-05,0.03,1.7783,0.0021273,0.00010356,-5.4788e-26
0.075904,-8.173e-05,0.03,3.9747,0.003524,0.00018081,-1.2401e-25
0.07599,-9.465e-05,0.03,-7.9541,0.0052922,0.00028707,2.3856e-25
0.07607,-0.00010928,0.03,100.65,0.0070889,0.00038104,-2.07e-24
0.075902,4.5887e-05,0.03,0.10664,-7.8976e-14,2.6418e-15,-1.3142e-14
0.075903,5.5998e-05,0.03,0.35192,0.00051807,-2.5699e-05,-2.1487e-24
0.075989,6.4108e-05,0.03,0.70853,0.0011913,-6.3863e-05,3.8073e-25
0.076067,7.4666e-05,0.03,57.336,0.0019508,-0.00012464,-2.4433e-24
0.076144,8.2011e-05,0.03,230.64,0.002894,-0.00045205,1.8814e-25
0.076243,6.252e-05,0.03,-268.76,0.0024458,-0.00090571,-3.2237e-25
0.076255,-6.8973e-05,0.03,-702.46,0.0041815,-0.0001228,3.715e-23
0.076154,-0.00011249,0.03,-68.103,0.0078096,0.00063646,5.4399e-23
0.075591,-7.0292e-05,0.03,0.30181,0.00095351,4.4827e-05,2.7866e-24
0.07559,-6.0377e-05,0.03,0.058641,-2.5936e-14,-2.2546e-15,-1.296e-35
0.075705,-7.6624e-05,0.03,0.94359,0.0020626,9.9415e-05,2.8002e-24
0.075809,-8.5628e-05,0.03,3.7061,0.003426,0.00017093,1.6536e-24
0.075904,-9.7882e-05,0.03,7.1592,0.0050726,0.00026904,-6.9279e-26
0.07599,-0.00011364,0.03,-5.0577,0.0071152,0.00039999,-1.9401e-24
0.076073,-0.00012981,0.03,116.13,0.0090325,0.00051273,1.932e-23
0.075808,5.0268e-05,0.03,0.084898,-2.6521e-14,1.8516e-16,-2.6284e-14
0.075809,6.0307e-05,0.03,0.16454,0.00049978,-2.4312e-05,-3.5929e-24
0.075903,6.7862e-05,0.03,0.93139,0.001098,-5.7775e-05,-1.6776e-24
0.075989,7.8213e-05,0.03,3.4903,0.0019108,-0.00011084,2.019e-24
0.076069,9.0888e-05,0.03,84.175,0.0028015,-0.00020388,-2.1097e-24
0.076148,9.676e-05,0.03,256.94,0.003707,-0.00062443,4.7118e-24
0.076255,6.8973e-05,0.03,-270.64,0.0029468,-0.0010828,-2.3683e-23
0.076268,-7.5185e-05,0.03,-655.9,0.0049429,-0.00010661,1.8755e-24
0.076161,-0.0001291,0.03,-44.966,0.0093706,0.00078339,-1.259e-23
0.075465,-7.6052e-05,0.03,0.19226,0.00093419,4.3688e-05,-1.8988e-26
0.075465,-6.619e-05,0.03,0.047482,-2.5936e-14,-2.2796e-15,-1.3142e-14
0.075591,-8.1728e-05,0.03,0.85598,0.0020149,9.5962e-05,2.8001e-24
0.075706,-9e-05,0.03,2.0647,0.0033165,0.00016318,1.7291e-24
0.07581,-0.00010141,0.03,6.312,0.0049211,0.00025217,1.1768e-26
0.075904,-0.00011662,0.03,11.506,0.0068483,0.00037462,-1.2777e-25
0.075991,-0.00013537,0.03,3.3146,0.0091624,0.00053214,2.0351e-24
0.076077,-0.00015238,0.03,133.31,0.011125,0.00066734,-1.2207e-23
0.075705,5.5084e-05,0.03,0.034979,-2.9351e-16,-1.0495e-15,0
0.075705,6.5059e-05,0.03,0.11875,0.00047674,-2.2971e-05,-1.1663e-24
0.075809,7.2015e-05,0.03,0.58031,0.0010555,-5.3364e-05,6.3271e-26
0.075904,8.173e-05,0.03,2.0671,0.001767,-9.9253e-05,1.6123e-24
0.07599,9.465e-05,0.03,8.4182,0.0027272,-0.00017305,-2.4191e-24
0.07607,0.00010928,0.03,111.48,0.003735,-0.00030829,2.5459e-24
0.076154,0.00011249,0.03,271.78,0.0045305,-0.00081366,-7.222e-24
0.076268,7.5185e-05,0.03,-267.21,0.0034402,-0.0012521,-2.3487e-23
0.076282,-8.1203e-05,0.03,-610.82,0.0057153,-8.2073e-05,-2.258e-23
0.076171,-0.0001465,0.03,-24.736,0.010978,0.00094248,-3.989e-23
0.075327,-8.2385e-05,0.03,0.15367,0.00091826,4.2734e-05,4.1037e-24
0.075326,-7.2571e-05,0.03,0.03619,-5.2165e-14,-3.5134e-15,-1.3142e-14
0.075465,-8.737e-05,0.03,0.5238,0.0019708,9.3131e-05,2.3792e-24
0.075592,-9.489e-05,0.03,1.8273,0.0032326,0.00015633,2.7773e-24
0.075706,-0.00010544,0.03,3.8439,0.0047567,0.00023935,-3.111e-24
0.07581,-0.00011968,0.03,9.34,0.0066352,0.00034961,4.1367e-26
0.075905,-0.00013824,0.03,16.769,0.0088694,0.0004987,4.806e-25
0.075993,-0.00015994,0.03,17.317,0.011433,0.00068318,2.0273e-24
0.076083,-0.00017684,0.03,150.75,0.013352,0.00084299,-1.7046e-23
0.07559,6.0377e-05,0.03,0.032165,-5.2746e-14,1.3902e-15,0
0.075591,7.0292e-05,0.03,0.076971,0.00046029,-2.1945e-05,4.0743e-24
0.075705,7.6624e-05,0.03,0.33798,0.0010056,-5.0109e-05,2.6178e-24
0.075809,8.5628e-05,0.03,1.4243,0.0016923,-8.9622e-05,1.7473e-24
0.075904,9.7882e-05,0.03,4.144,0.0025323,-0.0001523,-6.5635e-26
0.07599,0.00011364,0.03,16.061,0.0036414,-0.00025379,-2.3157e-24
0.076073,0.00012981,0.03,136.01,0.0047348,-0.00044,1.6397e-23
0.076161,0.0001291,0.03,275.06,0.0053534,-0.0010184,-7.3386e-24
0.076282,8.1203e-05,0.03,-262.7,0.0039293,-0.0014146,2.0509e-23
0.076296,-8.7061e-05,0.03,-563.25,0.0064992,-5.0982e-05,-7.5608e-26
0.076182,-0.00016469,0.03,-9.9486,0.012625,0.0011105,1.241e-23
0.075175,-8.9343e-05,0.03,0.1167,0.00090396,4.1892e-05,7.855e-24
0.075174,-7.9572e-05,0.03,0.031261,-5.2167e-14,-3.4734e-15,-1.7648e-35
0.075327,-9.3597e-05,0.03,0.40921,0.0019338,9.0725e-05,2.1518e-24
0.075466,-0.00010034,0.03,1.1033,0.0031557,0.00015097,2.6372e-24
0.075592,-0.00011002,0.03,3.3088,0.0046262,0.00022759,-3.1367e-24
0.075706,-0.00012323,0.03,6.3721,0.0064057,0.00032998,-4.9264e-26
0.07581,-0.00014075,0.03,12.46,0.0085918,0.00046545,9.6008e-25
0.075905,-0.00016305,0.03,22.587,0.011151,0.00064181,-2.2195e-25
0.075995,-0.00018737,0.03,35.38,0.013924,0.00085217,0
0.07609,-0.00020317,0.03,166.29,0.015698,0.0010361,1.4341e-23
0.075465,6.619e-05,0.03,0.018588,-2.6517e-14,1.3588e-16,-2.6284e-14
0.075465,7.6052e-05,0.03,0.055175,0.00044487,-2.1058e-05,3.2471e-24
0.075591,8.1728e-05,0.03,0.2373,0.00096901,-4.7395e-05,2.6172e-24
0.075706,9e-05,0.03,0.74647,0.0016101,-8.3436e-05,7.0803e-27
0.07581,0.00010141,0.03,2.791,0.0024181,-0.00013488,1.6903e-24
0.075904,0.00011662,0.03,7.4777,0.0033998,-0.00021893,-6.7059e-26
0.075991,0.00013537,0.03,26.625,0.0046503,-0.00035536,-8.1831e-26
0.076077,0.00015238,0.03,156.65,0.0057831,-0.00059872,1.8308e-23
0.076171,0.0001465,0.03,268.79,0.0061692,-0.001236,6.482e-24
0.076296,8.7061e-05,0.03,-255.18,0.0044152,-0.0015703,2.0636e-23
0.076312,-9.2784e-05,0.03,-516.29,0.007293,-1.5365e-05,0
0.076196,-0.00018345,0.03,-1.8187,0.014299,0.0012829,-2.6503e-23
0.075008,-9.698e-05,0.03,0.099035,0.00089145,4.1142e-05,4.981e-24
0.075007,-8.7249e-05,0.03,0.02705,-2.5939e-14,-2.2997e-15,-2.6284e-14
0.075175,-0.00010046,0.03,0.29976,0.0019009,8.8666e-05,3.5237e-24
0.075328,-0.00010639,0.03,0.84404,0.0030903,0.00014639,-4.4117e-24
0.075466,-0.00011518,0.03,2.0103,0.0045073,0.00021862,-3.9485e-26
0.075592,-0.00012737,0.03,5.3636,0.0062174,0.00031157,-2.8633e-24
0.075707,-0.00014369,0.03,9.6147,0.0082881,0.00043725,3.1406e-24
0.07581,-0.000165,0.03,15.397,0.010814,0.00060146,-1.6081e-24
0.075905,-0.00019126,0.03,28.631,0.013703,0.000804,-6.9983e-26
0.075998,-0.00021775,0.03,55.123,0.016626,0.0010378,1.5926e-24
0.0761,-0.00023103,0.03,177.76,0.018143,0.001242,-1.2212e-23
0.075326,7.2571e-05,0.03,0.014923,-2.9054e-16,-1.0903e-15,-1.3142e-14
0.075327,8.2385e-05,0.03,0.040837,0.00043186,-2.0304e-05,-3.8304e-24
0.075465,8.737e-05,0.03,0.15704,0.0009351,-4.5216e-05,1.7187e-26
0.075592,9.489e-05,0.03,0.54396,0.001548,-7.8047e-05,-4.5504e-26
0.075706,0.00010544,0.03,1.4218,0.0022979,-0.00012432,1.5898e-24
0.07581,0.00011968,0.03,4.725,0.0032403,-0.00019112,1.668e-24
0.075905,0.00013824,0.03,12.219,0.0043727,-0.00030103,-1.1685e-24
0.075993,0.00015994,0.03,39.682,0.0057456,-0.00047855,1.9382e-24
0.076083,0.00017684,0.03,172.32,0.0068644,-0.00078147,-1.3764e-23
0.076182,0.00016469,0.03,255.14,0.0069724,-0.0014622,5.0515e-24
0.076312,9.2784e-05,0.03,-243.16,0.0048979,-0.0017182,-1.1335e-24
0.076329,-9.8389e-05,0.03,-471.38,0.0080963,2.3156e-05,3.4781e-23
0.076212,-0.00020266,0.03,-0.94638,0.015994,0.0014556,5.0596e-23
0.074824,-0.00010536,0.03,0.08477,0.00088026,4.0462e-05,1.2514e-24
0.074824,-9.5661e-05,0.03,0.024368,2.8841e-16,-1.1205e-15,-5.2568e-14
0.075008,-0.00010801,0.03,0.24477,0.0018719,8.6846e-05,3.7798e-25
0.075176,-0.00011309,0.03,0.60111,0.0030321,0.00014253,-4.3198e-24
0.075328,-0.00012097,0.03,1.5105,0.0044051,0.00021094,4.6828e-24
0.075467,-0.00013214,0.03,3.3281,0.0060461,0.00029767,-2.8112e-24
0.075593,-0.00014726,0.03,8.0117,0.0080295,0.00041036,4.4252e-24
0.075707,-0.0001672,0.03,13.375,0.01043,0.00056332,-2.3602e-24
0.07581,-0.0001928,0.03,18.018,0.013326,0.00075867,-6.9953e-26
0.075906,-0.00022314,0.03,34.783,0.016532,0.0009849,1.5966e-26
0.076002,-0.00025085,0.03,74.145,0.019519,0.0012383,1.4292e-23
0.076112,-0.0002602,0.03,182.63,0.020671,0.001456,1.8446e-23
0.075174,7.9572e-05,0.03,0.010931,-2.8866e-16,-1.0648e-15,1.267e-35
0.075175,8.9343e-05,0.03,0.031737,0.00042017,-1.964e-05,-3.9889e-25
0.075327,9.3597e-05,0.03,0.11553,0.00090633,-4.3354e-05,2.2987e-25
0.075466,0.00010034,0.03,0.34273,0.0014911,-7.3937e-05,2.0966e-26
0.075592,0.00011002,0.03,1.0432,0.0022046,-0.00011499,-2.682e-24
0.075706,0.00012323,0.03,2.445,0.0030767,-0.00017427,3.0155e-24
0.07581,0.00014075,0.03,7.216,0.0041655,-0.00026045,-2.3752e-24
0.075905,0.00016305,0.03,18.28,0.0054507,-0.00040013,-2.7143e-25
0.075995,0.00018737,0.03,53.978,0.0069164,-0.00062274,0
0.07609,0.00020317,0.03,182.21,0.0079649,-0.0009833,-1.6794e-24
0.076196,0.00018345,0.03,236.09,0.0077565,-0.0016921,1.2784e-25
0.076329,9.8389e-05,0.03,-228.98,0.0053774,-0.0018571,-3.3377e-23
0.076347,-0.00010388,0.03,-427.88,0.0089083,6.2785e-05,3.7098e-24
0.07623,-0.00022229,0.03,-6.5521,0.017707,0.0016244,2.5664e-23
0.074622,-0.00011453,0.03,0.075609,0.00087023,3.9839e-05,1.7537e-24
0.074622,-0.00010487,0.03,0.022398,2.8457e-16,-1.1079e-15,-1.3142e-14
0.074824,-0.00011631,0.03,0.20217,0.001846,8.522e-05,-3.3738e-24
0.075009,-0.0001205,0.03,0.47338,0.0029808,0.00013916,-6.4993e-28
0.075176,-0.00012744,0.03,1.0568,0.0043142,0.00020457,4.4667e-25
0.075328,-0.00013758,0.03,2.4659,0.0058975,0.00028576,-3.8935e-26
0.075467,-0.0001515,0.03,5.1425,0.0077943,0.0003899,-3.6701e-24
0.075593,-0.00017002,0.03,11.197,0.010089,0.00052623,-2.0028e-24
0.075707,-0.00019414,0.03,17.291,0.012858,0.00071007,1.3833e-26
0.07581,-0.00022451,0.03,20.406,0.016144,0.00093716,5.8504e-26
0.075908,-0.00025868,0.03,41.053,0.019631,0.0011836,-7.9152e-25
0.076009,-0.00028647,0.03,90.238,0.022585,0.001452,7.6568e-24
0.076127,-0.00029062,0.03,180.44,0.02327,0.001674,2.9844e-23
0.075007,8.7249e-05,0.03,0.0088866,-2.6515e-14,1.1527e-16,1.9776e-35
0.075008,9.698e-05,0.03,0.02559,0.00040983,-1.9053e-05,5.5817e-24
0.075175,0.00010046,0.03,0.08602,0.00088056,-4.1758e-05,3.6451e-24
0.075328,0.00010639,0.03,0.24985,0.0014426,-7.0434e-05,4.0325e-24
0.075466,0.00011518,0.03,0.64161,0.0021198,-0.00010811,-2.6371e-24
0.075592,0.00012737,0.03,1.7782,0.0029462,-0.00015945,-1.2275e-24
0.075707,0.00014369,0.03,3.8831,0.0039542,-0.00023496,-1.5252e-24
0.07581,0.000165,0.03,10.222,0.0051987,-0.00034482,-1.6093e-24
0.075905,0.00019126,0.03,25.317,0.0066301,-0.0005172,8.0498e-25
0.075998,0.00021775,0.03,67.825,0.0081492,-0.00078597,1.3827e-23
0.0761,0.00023103,0.03,186.52,0.0090704,-0.0011982,-8.3902e-24
0.076212,0.00020266,0.03,212.9,0.0085184,-0.0019206,-5.2248e-23
0.076347,0.00010388,0.03,-213.43,0.0058543,-0.0019858,-1.4515e-24
0.076367,-0.00010927,0.03,-387.74,0.0097284,0.00010175,-2.9258e-23
0.076251,-0.00024217,0.03,-16.827,0.019431,0.0017857,-4.8013e-23
0.074401,-0.00012458,0.03,0.068945,0.00086116,3.9258e-05,1.7475e-24
0.074401,-0.00011495,0.03,0.020971,2.651e-14,1.0276e-16,1.3142e-14
0.074623,-0.00012541,0.03,0.175,0.0018228,8.3743e-05,5.547e-24
0.074825,-0.00012867,0.03,0.37805,0.0029349,0.00013619,-3.3588e-24
0.075009,-0.00013464,0.03,0.80905,0.0042338,0.00019905,-4.2327e-24
0.075176,-0.00014372,0.03,1.7083,0.0057652,0.00027599,4.2339e-24
0.075329,-0.00015647,0.03,3.7689,0.0075888,0.00037244,-1.2048e-23
0.075467,-0.0001736,0.03,7.5087,0.0097772,0.00049736,-1.3741e-24
0.075593,-0.00019606,0.03,14.739,0.012423,0.00066151,-1.4211e-24
0.075706,-0.00022497,0.03,20.925,0.015599,0.00087882,7.6628e-25
0.07581,-0.00026043,0.03,22.824,0.019281,0.0011361,-4.1803e-25
0.07591,-0.00029786,0.03,47.406,0.022989,0.0013992,7.4749e-24
0.076018,-0.00032454,0.03,102.21,0.025805,0.001677,7.3066e-24
0.076144,-0.00032205,0.03,171.96,0.025928,0.0018928,-3.6755e-23
0.074824,9.5661e-05,0.03,0.0072966,-2.8534e-16,-1.1084e-15,1.3142e-14
0.074824,0.00010536,0.03,0.02136,0.00040054,-1.8525e-05,2.1412e-24
0.075008,0.00010801,0.03,0.06746,0.00085776,-4.0358e-05,3.4319e-24
0.075176,0.00011309,0.03,0.18015,0.0013992,-6.7494e-05,4.0332e-24
0.075328,0.00012097,0.03,0.46313,0.0020472,-0.00010227,-1.6225e-26
0.075467,0.00013214,0.03,1.0862,0.0028284,-0.00014871,-2.8092e-25
0.075593,0.00014726,0.03,2.785,0.0037806,-0.00021288,1.017e-26
0.075707,0.0001672,0.03,5.7657,0.0049373,-0.00030814,-3.6407e-24
0.07581,0.0001928,0.03,13.677,0.0063426,-0.00044572,9.685e-25
0.075906,0.00022314,0.03,32.799,0.0079032,-0.00065233,7.4999e-25
0.076002,0.00025085,0.03,79.856,0.0094278,-0.0009651,-9.4667e-24
0.076112,0.0002602,0.03,184.93,0.010171,-0.0014201,-4.2168e-23
0.07623,0.00022229,0.03,187.52,0.0092568,-0.0021433,-4.7921e-24
0.076367,0.00010927,0.03,-196.72,0.006329,-0.0021027,3.0792e-23
0.076389,-0.00011458,0.03,-351.28,0.010558,0.00013899,1.5035e-24
0.076275,-0.00026222,0.03,-29.943,0.021165,0.0019373,2.2278e-24
0.074158,-0.00013557,0.03,0.064112,0.00085294,3.8713e-05,-1.1172e-26
0.074158,-0.00012596,0.03,0.019863,2.651e-14,1.6259e-16,0
0.074401,-0.0001354,0.03,0.15555,0.0018018,8.2384e-05,1.0869e-23
0.074623,-0.00013766,0.03,0.31739,0.0028938,0.00013351,-3.3707e-24
0.074825,-0.00014261,0.03,0.62899,0.0041618,0.00019423,8.9524e-26
0.075009,-0.00015063,0.03,1.2797,0.0056478,0.00026759,4.2343e-24
0.075177,-0.00016219,0.03,2.5998,0.0074053,0.00035818,-2.6614e-24
0.075329,-0.00017795,0.03,5.4727,0.0095025,0.00047278,-1.8132e-25
0.075467,-0.00019878,0.03,10.416,0.012022,0.00062227,1.0062e-24
0.075593,-0.0002258,0.03,18.333,0.015062,0.00081833,2.0671e-24
0.075706,-0.00026012,0.03,23.921,0.018678,0.00107,2.2766e-25
0.07581,-0.00030076,0.03,25.582,0.022741,0.0013541,2.4266e-24
0.075914,-0.00034063,0.03,53.745,0.026587,0.0016305,2.9682e-24
0.07603,-0.00036473,0.03,109.66,0.029156,0.0019115,-2.2609e-23
0.076165,-0.00035436,0.03,157.95,0.028633,0.0021101,-2.1791e-23
0.074622,0.00010487,0.03,0.0062482,-2.8474e-16,-1.1076e-15,1.3142e-14
0.074622,0.00011453,0.03,0.018343,0.0003922,-1.8048e-05,3.0517e-27
0.074824,0.00011631,0.03,0.054464,0.00083729,-3.9117e-05,1.1714e-26
0.075009,0.0001205,0.03,0.13796,0.0013609,-6.4942e-05,7.2988e-28
0.075176,0.00012744,0.03,0.32695,0.0019823,-9.7462e-05,-1.3555e-27
0.075328,0.00013758,0.03,0.77619,0.0027268,-0.00013969,2.394e-24
0.075467,0.0001515,0.03,1.7107,0.0036243,-0.00019692,9.5848e-27
0.075593,0.00017002,0.03,4.0837,0.0047153,-0.00027686,-2.0837e-24
0.075707,0.00019414,0.03,8.0637,0.0060319,-0.00039547,-1.86e-25
0.07581,0.00022451,0.03,17.485,0.007597,-0.00056389,4.5515e-25
0.075908,0.00025868,0.03,40.183,0.0092579,-0.00080453,9.2343e-26
0.076009,0.00028647,0.03,88.79,0.010737,-0.0011564,-2.8168e-23
0.076127,0.00029062,0.03,178.38,0.011261,-0.0016438,5.4759e-24
0.076251,0.00024217,0.03,161.37,0.009971,-0.0023562,8.1834e-23
0.076389,0.00011458,0.03,-180.47,0.0068032,-0.0022065,-3.027e-25
0.076413,-0.0001198,0.03,-317.63,0.011397,0.00017368,-3.0974e-25
0.076302,-0.0002824,0.03,-44.168,0.022908,0.0020778,-2.5635e-23
0.073892,-0.00014758,0.03,0.060391,0.00084545,3.8194e-05,-5.2841e-24
0.073891,-0.00013799,0.03,0.018977,2.7744e-16,-9.7144e-16,-2.827e-35
0.074158,-0.00014633,0.03,0.1417,0.0017828,8.1118e-05,1.0153e-23
0.074402,-0.00014753,0.03,0.27452,0.0028566,0.00013108,5.2996e-24
0.074624,-0.00015143,0.03,0.5143,0.0040972,0.00018994,6.3819e-24
0.074826,-0.00015834,0.03,0.97454,0.0055428,0.00026032,3.4357e-24
0.07501,-0.0001687,0.03,1.9176,0.0072421,0.00034602,4.2584e-24
0.075177,-0.00018311,0.03,3.7806,0.0092567,0.00045274,-4.1774e-24
0.075329,-0.00020235,0.03,7.6182,0.011664,0.00058879,2.5305e-24
0.075467,-0.00022746,0.03,13.755,0.014557,0.00076694,1.301e-24
0.075592,-0.00025974,0.03,21.602,0.018036,0.00099834,-3.4867e-26
0.075705,-0.00030002,0.03,26.155,0.022113,0.0012832,-1.6858e-25
0.07581,-0.00034563,0.03,28.94,0.026516,0.0015897,3.197e-24
0.07592,-0.00038671,0.03,59.761,0.0304,0.0018761,-4.4878e-24
0.076045,-0.00040687,0.03,112.44,0.032618,0.0021533,-1.9044e-23
0.076189,-0.00038752,0.03,140.25,0.031379,0.0023242,-1.1884e-23
0.074401,0.00011495,0.03,0.0054674,-2.6512e-14,1.5432e-16,0
0.074401,0.00012458,0.03,0.016136,0.00038468,-1.7612e-05,1.4447e-24
0.074623,0.00012541,0.03,0.045451,0.00081893,-3.8005e-05,1.1643e-26
0.074825,0.00012867,0.03,0.10822,0.0013264,-6.2709e-05,-3.0957e-24
0.075009,0.00013464,0.03,0.24595,0.0019249,-9.3327e-05,4.2477e-26
0.075176,0.00014372,0.03,0.54073,0.0026362,-0.00013235,-3.9181e-24
0.075329,0.00015647,0.03,1.2112,0.0034887,-0.00018365,6.362e-26
0.075467,0.0001736,0.03,2.5477,0.0045152,-0.00025405,-2.3665e-24
0.075593,0.00019606,0.03,5.6685,0.0057575,-0.00035307,2.4856e-25
0.075706,0.00022497,0.03,10.685,0.0072423,-0.00049825,4.4043e-25
0.07581,0.00026043,0.03,21.528,0.0089569,-0.00069907,9.0117e-26
0.07591,0.00029786,0.03,46.798,0.01068,-0.00097185,-5.457e-24
0.076018,0.00032454,0.03,94.206,0.012067,-0.0013562,1.7058e-23
0.076144,0.00032205,0.03,168.12,0.012336,-0.0018651,5.9861e-23
0.076275,0.00026222,0.03,135.48,0.010662,-0.0025562,5.6978e-24
0.076413,0.0001198,0.03,-164.82,0.0072782,-0.0022963,1.1791e-24
0.07644,-0.00012494,0.03,-287.14,0.012248,0.00020536,1.619e-24
0.076332,-0.00030262,0.03,-57.826,0.024659,0.0022063,-6.1633e-24
